"x","y","LOC1a","LOC1b","LOC2a","LOC2b","LOC3a","LOC3b","LOC4a","LOC4b","LOC5a","LOC5b","LOC6a","LOC6b","LOC7a","LOC7b","LOC8a","LOC8b","LOC9a","LOC9b","LOC10a","LOC10b","LOC11a","LOC11b","LOC12a","LOC12b","LOC13a","LOC13b","LOC14a","LOC14b","LOC15a","LOC15b"
89,82,108,108,210,214,307,311,404,412,505,506,604,609,705,710,801,801,901,911,1004,1015,1103,1103,1204,1207,1310,1310,1404,1414,1507,1507
79,69,101,108,205,213,307,311,404,405,506,506,605,605,703,705,801,801,905,915,1004,1015,1101,1103,1205,1207,1310,1361,1405,1414,1507,1511
89,68,101,104,210,214,307,307,402,412,513,514,604,611,705,707,802,802,903,905,1004,1004,1101,1108,1201,1207,1305,1305,1405,1414,1505,1507
87,75,101,108,206,212,311,311,401,404,513,514,604,604,706,713,801,811,901,905,1004,1015,1101,1103,1204,1214,1301,1311,1414,1414,1505,1505
87,71,101,104,210,213,307,311,405,415,513,513,605,611,705,713,802,802,905,905,1004,1015,1103,1108,1204,1207,1301,1305,1413,1414,1505,1507
84,74,108,112,213,214,307,307,408,412,513,514,604,604,710,711,801,801,915,915,1004,1004,1103,1113,1201,1207,1310,1311,1404,1414,1505,1507
87,72,101,112,213,214,307,307,405,408,506,507,604,605,703,713,802,802,901,905,1014,1015,1113,1113,1201,1211,1301,1361,1414,1414,1507,1507
76,71,112,112,212,214,307,307,408,411,513,514,601,604,705,705,801,801,905,915,1015,1015,1101,1103,1204,1207,1302,1310,1414,1414,1507,1511
87,88,105,108,206,214,307,307,406,412,507,513,604,605,707,710,801,801,901,905,1004,1097,1101,1103,1207,1207,1301,1311,1414,1414,1507,1507
84,72,101,101,212,213,307,307,406,412,513,514,604,605,705,711,801,802,905,915,1014,1015,1108,1113,1204,1208,1301,1368,1414,1414,1505,1507
72,96,105,115,210,213,307,315,401,408,506,514,604,609,705,710,801,807,901,905,1004,1004,1103,1108,1201,1208,1310,1311,1404,1404,1507,1511
86,78,108,112,213,214,307,307,408,412,513,514,604,605,703,710,801,801,905,915,1004,1004,1103,1103,1208,1208,1310,1311,1414,1414,1507,1507
77,84,105,112,212,213,307,307,412,412,507,514,604,605,703,706,802,802,901,905,1004,1004,1103,1103,1207,1208,1311,1361,1404,1414,1507,1511
93,90,101,112,210,213,307,307,405,412,514,514,605,605,703,707,802,811,905,915,1004,1015,1101,1103,1205,1207,1311,1361,1405,1414,1504,1505
80,76,101,108,210,212,307,307,404,412,506,506,605,609,705,710,801,811,905,915,1002,1004,1101,1101,1204,1207,1310,1311,1404,1414,1505,1511
92,85,101,101,205,210,307,311,404,412,505,505,604,605,705,710,802,811,905,915,1002,1004,1101,1103,1205,1207,1310,1311,1405,1414,1507,1511
74,84,101,108,210,213,307,307,408,412,507,514,604,605,706,711,802,802,901,905,1004,1014,1103,1103,1207,1208,1311,1361,1404,1414,1507,1511
80,82,105,108,210,212,307,307,412,412,513,514,604,609,707,711,801,802,901,905,1004,1004,1103,1103,1208,1211,1301,1301,1404,1414,1505,1511
92,83,101,101,206,213,307,311,412,412,505,513,604,609,703,705,801,811,905,911,1002,1015,1103,1103,1204,1208,1310,1310,1414,1414,1505,1507
