"x","y","LOC1a","LOC1b","LOC2a","LOC2b","LOC3a","LOC3b","LOC4a","LOC4b","LOC5a","LOC5b","LOC6a","LOC6b","LOC7a","LOC7b","LOC8a","LOC8b","LOC9a","LOC9b","LOC10a","LOC10b","LOC11a","LOC11b","LOC12a","LOC12b","LOC13a","LOC13b","LOC14a","LOC14b","LOC15a","LOC15b"
6,8,108,108,206,206,307,315,408,415,506,513,604,604,703,706,811,811,905,915,1004,1014,1103,1103,1207,1208,1311,1311,1405,1414,1505,1505
22,22,104,112,210,214,303,307,404,404,505,514,604,604,705,710,810,811,901,905,1002,1014,1103,1103,1208,1208,1301,1310,1405,1414,1505,1511
24,10,101,108,212,214,307,307,408,411,506,507,604,611,703,713,803,811,905,915,1002,1004,1101,1103,1207,1208,1304,1311,1414,1414,1504,1505
32,5,108,112,208,213,303,311,405,415,505,513,604,604,706,710,801,811,915,915,1004,1015,1103,1108,1208,1208,1310,1310,1404,1409,1505,1505
8,21,101,104,213,214,307,307,412,412,507,507,605,605,710,710,801,809,905,905,1004,1015,1103,1113,1204,1205,1311,1311,1404,1414,1505,1505
15,9,101,108,205,214,307,315,406,412,506,514,604,604,706,710,802,811,905,915,1002,1004,1101,1103,1204,1208,1302,1311,1414,1414,1505,1507
30,9,101,101,205,212,307,307,411,411,505,514,604,605,701,705,801,801,905,915,1015,1015,1101,1103,1211,1211,1301,1311,1414,1414,1505,1505
24,19,101,108,210,214,307,307,406,412,507,507,605,611,710,710,802,809,905,915,1004,1015,1103,1108,1205,1214,1311,1311,1404,1414,1505,1505
30,8,101,101,205,205,307,307,408,411,505,513,604,605,705,705,801,807,901,915,1004,1015,1101,1103,1208,1211,1301,1311,1414,1414,1505,1505
22,16,101,108,205,206,307,307,404,411,506,514,604,611,706,714,803,809,915,915,1004,1015,1101,1113,1204,1211,1302,1311,1404,1414,1505,1505
36,7,108,112,205,212,311,311,406,408,514,514,604,611,705,705,811,811,905,915,1004,1015,1101,1103,1201,1208,1304,1310,1409,1409,1505,1507
56,24,101,105,210,214,307,307,404,412,507,514,604,611,705,705,802,811,901,905,1004,1015,1103,1103,1211,1211,1301,1310,1404,1414,1507,1511
57,22,108,108,206,213,307,307,401,404,514,514,604,604,705,705,802,809,901,905,1004,1004,1113,1113,1208,1208,1310,1310,1405,1414,1505,1507
37,29,108,108,208,214,307,311,408,412,505,513,601,604,705,705,801,802,905,915,1004,1015,1103,1108,1201,1213,1304,1310,1404,1405,1505,1505
66,19,105,112,205,214,315,315,401,412,507,514,601,604,705,705,810,811,901,911,1015,1015,1101,1103,1208,1211,1310,1310,1413,1414,1505,1507
49,34,101,101,210,214,307,315,411,412,507,509,604,604,703,703,811,811,901,909,1004,1015,1101,1103,1201,1201,1310,1310,1409,1414,1504,1504
53,34,105,108,210,214,307,307,405,411,507,514,605,611,705,707,802,811,901,905,1004,1004,1101,1101,1201,1211,1310,1368,1404,1414,1505,1507
41,23,108,108,205,212,303,311,412,415,507,514,604,611,701,710,810,811,915,915,1004,1004,1103,1113,1201,1208,1301,1301,1404,1409,1507,1507
49,27,105,108,205,212,315,315,401,412,506,507,605,605,705,705,802,802,901,915,1004,1097,1103,1108,1204,1204,1310,1353,1405,1414,1505,1511
60,8,101,108,206,212,307,307,406,412,514,514,604,604,710,713,801,809,901,915,1004,1004,1101,1108,1204,1207,1310,1368,1414,1414,1505,1511
58,21,101,108,212,212,311,315,401,408,506,514,604,605,705,705,803,807,903,915,1004,1004,1108,1108,1208,1214,1310,1353,1414,1414,1511,1511
49,30,101,108,212,213,307,315,408,408,507,507,604,604,705,710,801,803,902,905,1004,1004,1103,1103,1201,1207,1310,1353,1409,1414,1507,1511
40,15,104,108,212,214,307,307,401,412,513,514,601,604,706,707,801,801,903,905,1004,1015,1108,1108,1204,1208,1353,1361,1405,1409,1505,1505
54,33,108,112,212,212,307,311,408,412,505,514,604,611,705,713,801,802,903,915,1015,1015,1101,1108,1201,1208,1310,1310,1414,1414,1505,1505
53,17,101,108,210,212,307,311,412,415,507,514,604,604,705,707,801,802,901,901,1004,1015,1108,1108,1207,1207,1311,1361,1405,1414,1511,1511
53,20,108,115,206,210,307,307,401,404,514,514,604,604,705,705,802,809,905,909,1004,1004,1101,1113,1201,1214,1302,1311,1404,1405,1507,1507
45,14,108,108,205,206,307,311,415,415,514,514,604,611,703,703,811,811,915,915,1004,1015,1103,1108,1204,1208,1310,1361,1414,1414,1505,1513
50,8,108,115,210,213,307,307,404,408,507,514,604,604,705,705,809,811,901,903,1004,1004,1101,1108,1207,1208,1310,1310,1405,1414,1505,1507
47,4,108,112,208,213,311,311,405,415,513,514,604,604,705,713,801,811,905,915,1004,1015,1101,1103,1208,1208,1301,1310,1404,1409,1505,1507
36,24,104,104,205,214,311,315,405,415,514,514,604,604,701,705,802,807,901,905,1015,1015,1103,1108,1208,1208,1301,1311,1414,1414,1505,1507
37,14,108,115,212,213,307,311,411,412,514,514,604,605,705,705,811,811,905,911,1003,1097,1103,1113,1205,1211,1301,1311,1414,1414,1505,1507
43,18,108,108,205,210,311,315,402,408,507,507,604,611,703,707,809,811,901,915,1002,1004,1103,1103,1201,1208,1301,1310,1409,1414,1507,1507
72,24,101,101,210,212,307,307,404,411,513,513,604,605,705,705,803,811,901,915,1014,1014,1103,1113,1204,1204,1310,1310,1414,1414,1505,1511
76,8,101,108,206,206,307,315,405,408,513,514,605,605,703,705,801,803,901,901,1004,1004,1113,1113,1204,1204,1310,1310,1404,1414,1504,1505
86,5,108,112,205,212,307,307,401,411,507,513,605,605,703,713,803,811,901,905,1004,1004,1103,1108,1207,1208,1311,1368,1414,1414,1504,1507
69,3,105,108,206,213,307,307,405,412,513,514,604,604,701,713,811,811,901,905,1004,1010,1103,1113,1207,1208,1310,1311,1409,1414,1511,1511
97,2,108,108,205,213,307,307,402,412,507,513,601,604,703,710,801,802,901,915,1004,1014,1101,1113,1204,1214,1302,1311,1414,1414,1505,1511
69,32,101,104,212,214,307,307,401,411,507,513,601,604,705,713,801,811,905,909,1004,1010,1101,1101,1205,1214,1301,1310,1414,1414,1505,1505
84,22,101,105,206,206,307,307,404,415,514,514,601,609,705,713,803,811,905,905,1004,1015,1108,1113,1207,1208,1302,1310,1414,1414,1505,1505
78,12,101,105,210,213,307,307,405,405,514,514,604,609,710,713,807,809,901,915,1004,1004,1101,1108,1204,1207,1310,1310,1414,1414,1511,1511
90,10,108,112,205,206,307,307,405,412,513,514,605,605,707,713,801,809,901,905,1004,1015,1108,1113,1207,1211,1310,1310,1414,1414,1505,1505
74,16,108,112,210,214,307,307,411,412,506,514,604,604,705,713,803,809,901,915,1004,1004,1108,1113,1208,1211,1302,1310,1414,1414,1505,1511
76,23,104,105,206,213,307,307,412,415,507,513,604,609,705,711,803,807,905,915,1004,1004,1101,1113,1204,1207,1301,1310,1414,1414,1505,1507
73,29,101,108,213,214,307,315,404,404,507,514,604,604,701,705,802,810,901,905,1004,1004,1101,1179,1204,1207,1301,1311,1404,1414,1505,1505
81,27,101,108,206,210,307,307,402,411,513,514,604,605,701,711,802,811,901,902,1004,1014,1113,1113,1204,1204,1301,1310,1414,1414,1505,1505
77,29,101,101,208,212,307,307,402,408,514,514,604,609,705,705,809,811,905,915,1004,1015,1101,1103,1201,1204,1301,1311,1414,1414,1511,1513
86,26,101,108,210,212,307,311,401,402,507,514,604,605,701,705,811,811,901,905,1014,1015,1103,1113,1208,1214,1302,1311,1414,1414,1504,1507
70,21,104,108,210,210,307,311,402,411,507,513,604,604,705,705,803,811,915,915,1004,1014,1103,1113,1204,1207,1310,1310,1414,1414,1505,1511
73,16,108,112,210,214,307,307,404,404,514,514,604,604,705,713,803,809,901,915,1004,1015,1108,1113,1208,1211,1302,1310,1414,1414,1505,1505
96,19,112,112,208,210,307,311,404,408,507,513,604,604,703,705,801,811,901,915,1004,1015,1101,1113,1208,1208,1310,1310,1405,1414,1505,1507
92,29,105,108,206,214,307,307,404,415,514,514,601,609,705,713,809,811,901,905,1004,1015,1108,1108,1207,1208,1302,1311,1414,1414,1505,1511
83,10,101,104,210,212,307,311,404,411,507,513,604,604,705,705,803,811,901,915,1004,1014,1113,1113,1204,1204,1310,1311,1414,1414,1505,1505
76,29,108,108,205,212,307,307,406,411,509,514,604,605,705,706,801,809,901,915,1004,1015,1113,1113,1201,1204,1311,1311,1414,1414,1505,1505
86,30,101,108,212,212,307,307,401,411,507,514,604,605,705,707,802,811,901,915,1004,1015,1108,1108,1207,1207,1361,1368,1405,1414,1511,1511
11,51,112,115,206,210,307,307,404,415,507,514,604,611,705,710,801,811,901,905,1002,1004,1101,1108,1204,1208,1310,1311,1409,1414,1505,1507
7,39,105,108,205,212,307,315,404,412,507,513,611,611,705,705,801,802,903,905,1014,1014,1108,1113,1208,1213,1311,1311,1409,1414,1505,1505
24,62,105,115,206,210,307,307,408,412,509,513,609,609,705,705,811,811,901,915,1004,1015,1103,1103,1208,1208,1310,1311,1409,1409,1504,1504
18,44,101,101,212,212,307,307,408,415,507,513,604,611,705,706,802,811,905,915,1004,1015,1101,1101,1204,1207,1301,1310,1405,1414,1505,1507
29,49,108,108,210,213,307,311,408,412,507,514,604,611,707,710,801,802,901,915,1004,1014,1103,1103,1204,1208,1310,1311,1404,1414,1507,1507
14,67,108,115,212,214,307,311,404,408,507,507,604,605,705,707,801,802,901,915,1015,1015,1108,1108,1208,1208,1301,1310,1413,1414,1505,1505
27,54,108,112,212,213,307,307,408,408,507,514,604,605,701,706,801,811,903,915,1002,1004,1103,1108,1204,1208,1310,1310,1414,1414,1511,1511
4,47,101,101,210,210,311,311,404,404,506,507,604,611,707,707,811,811,915,915,1015,1015,1101,1108,1207,1208,1301,1305,1405,1413,1511,1511
30,53,108,112,205,212,307,307,404,408,507,507,604,605,706,706,811,811,901,903,1004,1004,1103,1108,1204,1208,1304,1310,1405,1414,1507,1511
12,58,108,115,206,208,307,312,406,415,506,513,604,604,705,706,802,811,915,915,1004,1004,1101,1101,1204,1204,1301,1301,1405,1414,1505,1507
9,48,101,115,212,213,307,312,408,415,513,514,604,611,705,705,811,811,905,915,1004,1015,1101,1101,1204,1213,1310,1310,1413,1414,1504,1505
21,50,101,104,210,212,307,311,406,408,505,506,604,604,703,705,801,811,905,905,1002,1004,1101,1103,1204,1214,1310,1311,1405,1409,1507,1507
28,51,101,101,205,210,307,311,415,415,505,507,604,605,703,705,807,810,901,905,1002,1015,1101,1108,1208,1208,1301,1310,1413,1414,1507,1511
19,46,104,108,206,213,307,311,408,415,507,514,604,605,703,705,801,811,903,905,1004,1004,1108,1108,1204,1208,1310,1311,1409,1414,1505,1505
28,51,101,112,210,212,307,311,404,412,513,514,604,611,705,710,801,802,905,915,1010,1014,1103,1108,1204,1211,1310,1311,1404,1414,1507,1507
27,47,108,108,210,212,307,315,412,412,514,514,604,605,711,711,801,807,905,905,1014,1015,1103,1108,1204,1204,1310,1311,1405,1414,1507,1507
14,52,108,115,212,214,307,307,408,415,505,506,604,609,705,713,802,809,915,915,1004,1004,1101,1103,1204,1207,1304,1310,1405,1414,1507,1511
27,43,104,112,206,213,307,307,404,408,506,507,604,604,705,710,801,811,901,905,1004,1004,1103,1103,1201,1214,1301,1311,1405,1414,1505,1513
18,45,104,108,210,214,307,311,408,415,506,507,604,604,705,707,801,809,905,915,1004,1015,1103,1113,1205,1208,1305,1310,1405,1414,1505,1511
17,67,101,108,205,214,311,311,404,408,506,514,604,609,705,706,801,811,905,915,1004,1015,1101,1113,1201,1208,1302,1304,1413,1414,1511,1513
4,67,108,108,206,213,307,311,404,408,507,514,604,604,705,705,811,811,905,915,1004,1015,1101,1113,1204,1208,1301,1310,1405,1414,1505,1505
7,52,108,112,205,210,307,307,404,415,507,514,604,611,705,710,801,801,901,905,1004,1004,1101,1103,1205,1214,1310,1311,1409,1414,1505,1507
56,46,101,108,208,210,307,311,408,412,507,509,601,601,705,705,810,811,901,903,1004,1004,1101,1113,1204,1205,1310,1311,1414,1414,1505,1507
60,49,101,108,210,210,307,307,411,415,507,514,604,605,705,705,801,801,905,915,1004,1004,1113,1113,1201,1208,1310,1353,1405,1414,1505,1507
41,55,108,108,212,214,311,312,408,412,506,513,604,604,705,710,802,811,905,915,1004,1014,1101,1108,1201,1204,1301,1311,1414,1414,1505,1505
39,50,104,108,212,212,307,307,408,412,514,514,604,604,706,707,802,803,905,915,1004,1014,1101,1113,1205,1208,1301,1310,1414,1414,1505,1505
59,53,108,112,210,214,307,315,401,408,507,514,605,605,703,706,801,811,911,915,1015,1015,1103,1103,1205,1208,1301,1310,1404,1414,1505,1511
40,43,108,108,205,214,311,311,404,408,507,507,605,605,705,705,801,802,901,901,1014,1015,1113,1113,1201,1213,1310,1310,1414,1414,1505,1505
60,42,101,108,210,212,307,315,406,408,505,507,604,605,703,705,801,811,905,915,1004,1015,1103,1108,1204,1208,1301,1310,1414,1414,1505,1507
49,64,101,104,210,214,307,311,401,406,506,514,604,604,705,707,802,803,903,915,1014,1015,1108,1113,1201,1208,1310,1311,1404,1414,1505,1505
58,62,105,108,210,214,307,307,404,404,505,506,604,604,706,713,807,811,901,901,1004,1014,1108,1113,1205,1208,1301,1361,1414,1414,1505,1511
40,64,101,112,210,214,307,311,406,412,506,514,604,604,703,707,811,811,901,905,1004,1015,1108,1113,1201,1205,1310,1311,1414,1414,1505,1511
66,42,104,108,206,212,307,311,404,412,505,513,604,609,705,706,801,811,901,905,1004,1010,1101,1103,1201,1207,1301,1310,1405,1414,1505,1511
66,52,104,108,206,214,307,307,405,415,507,513,604,605,705,711,801,802,911,911,1014,1015,1101,1103,1201,1208,1310,1311,1413,1414,1507,1507
35,54,104,108,205,212,307,307,404,406,507,514,605,609,706,706,811,811,903,903,1004,1015,1103,1103,1204,1208,1304,1310,1414,1414,1507,1511
64,43,101,108,208,214,307,307,411,412,507,514,604,605,705,707,809,810,901,911,1004,1004,1103,1108,1201,1201,1301,1311,1414,1414,1505,1505
65,66,108,108,206,214,311,342,401,405,507,513,601,604,706,710,801,811,905,905,1004,1015,1101,1103,1204,1208,1305,1310,1413,1414,1505,1507
44,50,101,108,212,214,307,307,412,412,507,507,604,605,705,710,801,801,915,915,1015,1015,1103,1113,1204,1204,1310,1310,1414,1414,1505,1505
62,43,101,104,206,212,307,315,408,408,507,514,604,605,705,710,809,811,905,911,1004,1004,1103,1103,1207,1208,1301,1310,1409,1414,1505,1507
48,59,108,108,206,212,307,315,408,408,507,507,604,604,705,710,801,811,905,911,1004,1004,1103,1103,1201,1207,1301,1311,1409,1414,1505,1507
46,45,101,108,212,213,307,307,406,412,507,513,604,604,705,705,811,811,901,911,1004,1015,1108,1113,1208,1208,1310,1353,1414,1414,1505,1505
57,56,108,108,212,214,307,307,401,412,513,514,604,605,701,705,801,802,905,905,1003,1015,1101,1103,1201,1208,1301,1310,1414,1414,1504,1507
38,42,105,108,212,214,307,307,404,412,507,513,601,605,705,705,802,802,901,905,1004,1004,1101,1101,1208,1211,1310,1310,1414,1414,1507,1511
41,47,101,104,210,214,307,311,401,406,506,514,604,609,703,707,811,811,903,905,1004,1014,1103,1108,1204,1208,1301,1311,1414,1414,1505,1511
75,45,101,105,212,213,307,307,411,412,505,514,604,604,705,705,811,811,901,905,1002,1014,1103,1113,1204,1208,1301,1305,1410,1414,1505,1511
82,53,101,108,214,214,307,307,412,412,507,513,604,604,707,711,802,811,909,911,1004,1004,1103,1108,1205,1208,1302,1310,1414,1414,1505,1507
94,41,105,115,206,214,307,307,405,408,513,514,604,609,705,713,801,802,901,905,1004,1015,1103,1108,1208,1208,1302,1305,1414,1414,1505,1507
74,37,101,101,205,214,307,311,411,411,507,507,604,604,705,710,802,811,901,915,1004,1004,1101,1113,1204,1205,1310,1310,1414,1414,1505,1511
89,40,101,108,206,206,307,307,405,411,513,514,601,604,705,713,803,811,901,903,1004,1004,1103,1108,1201,1201,1301,1311,1409,1414,1511,1513
80,58,101,112,213,214,307,311,405,411,505,513,604,604,710,710,802,802,905,905,1004,1015,1101,1103,1204,1204,1305,1311,1413,1414,1507,1511
92,59,108,112,210,212,307,307,402,412,514,514,604,604,701,705,801,801,901,905,1004,1004,1103,1113,1207,1214,1310,1311,1404,1414,1507,1511
91,46,115,115,208,210,307,307,405,412,507,513,604,604,705,706,803,811,909,915,1004,1015,1101,1103,1201,1201,1310,1311,1414,1414,1505,1511
98,54,101,112,206,212,307,307,404,412,513,514,604,609,713,713,810,811,901,901,1004,1010,1101,1113,1204,1214,1301,1310,1414,1414,1505,1511
75,56,101,108,210,214,307,307,401,412,513,513,601,601,706,707,801,801,901,905,1014,1015,1101,1103,1204,1208,1305,1310,1413,1414,1505,1507
94,40,112,112,212,212,311,311,404,412,507,514,604,605,705,705,801,802,901,901,1015,1015,1103,1108,1204,1208,1310,1311,1414,1414,1507,1511
71,61,108,108,206,214,307,342,404,412,513,513,601,604,706,707,801,801,901,905,1004,1014,1101,1103,1204,1208,1301,1305,1413,1414,1505,1505
93,61,101,112,206,212,307,307,411,412,513,514,604,609,705,713,810,811,901,901,1010,1015,1103,1179,1211,1214,1310,1310,1414,1414,1507,1511
76,59,105,108,212,214,307,307,408,411,507,514,605,605,707,710,801,803,901,905,1004,1004,1108,1113,1204,1208,1301,1311,1405,1414,1505,1505
77,58,101,112,206,214,307,307,404,405,505,513,604,605,701,703,801,801,905,905,1004,1015,1101,1103,1201,1204,1311,1311,1404,1414,1505,1505
74,48,101,101,205,212,307,307,404,412,507,514,604,604,707,710,802,811,901,915,1010,1015,1103,1108,1201,1208,1304,1310,1414,1414,1507,1511
96,49,105,115,206,214,307,307,405,412,507,513,601,604,705,705,801,802,901,905,1004,1015,1103,1108,1208,1214,1302,1305,1414,1414,1505,1507
67,64,104,105,210,214,307,307,402,405,513,514,601,604,710,711,802,811,901,915,1004,1015,1101,1103,1205,1214,1304,1310,1405,1409,1505,1511
85,47,108,108,205,214,307,311,411,411,506,513,604,605,703,707,801,811,905,915,1004,1004,1101,1108,1201,1204,1310,1311,1404,1405,1505,1505
86,49,101,112,212,212,307,311,412,412,513,514,601,604,703,705,801,811,901,905,1004,1004,1103,1108,1205,1208,1305,1311,1404,1414,1504,1507
98,61,101,101,212,214,307,307,406,412,506,513,605,605,710,710,801,802,905,915,1014,1015,1108,1108,1201,1204,1301,1368,1414,1414,1505,1507
94,59,101,105,212,212,307,307,402,408,507,514,604,604,703,705,801,803,905,911,1004,1010,1103,1108,1207,1207,1311,1311,1405,1414,1504,1505
25,75,104,108,206,208,315,315,408,415,507,514,604,604,705,705,801,811,901,915,1014,1015,1103,1103,1214,1214,1304,1310,1414,1414,1505,1507
23,83,108,115,210,212,307,311,408,408,507,514,609,611,703,705,801,802,905,905,1004,1015,1103,1103,1204,1211,1301,1310,1414,1414,1504,1511
18,73,104,108,208,212,307,311,406,415,505,507,604,609,705,705,809,811,901,915,1004,1015,1101,1108,1204,1205,1301,1310,1405,1405,1504,1505
16,86,101,115,205,206,307,312,404,406,507,514,604,604,705,705,801,811,901,915,1004,1004,1103,1108,1201,1208,1301,1301,1414,1414,1505,1513
15,76,101,108,206,210,307,312,404,408,506,507,604,604,703,707,802,811,905,915,1004,1004,1103,1108,1208,1208,1304,1305,1413,1413,1505,1511
12,74,105,112,206,214,307,312,408,412,513,514,604,605,707,710,811,811,901,911,1004,1004,1103,1103,1205,1208,1301,1310,1404,1409,1505,1513
16,87,108,108,206,214,307,312,401,404,514,514,604,605,705,707,801,811,901,915,1004,1004,1101,1103,1201,1208,1302,1310,1414,1414,1505,1505
18,84,101,115,205,205,307,312,401,404,507,514,604,604,707,707,801,811,901,905,1004,1004,1101,1113,1201,1208,1301,1302,1414,1414,1505,1513
20,80,101,112,210,212,307,312,406,408,505,505,605,609,703,703,801,801,905,915,1015,1015,1113,1113,1204,1214,1301,1353,1404,1414,1505,1505
10,68,101,108,206,210,307,312,408,408,506,507,604,604,703,707,802,811,905,905,1004,1004,1103,1108,1201,1208,1301,1305,1413,1413,1511,1511
4,79,108,108,210,212,307,312,406,408,513,513,604,604,705,706,801,809,901,901,1004,1015,1101,1103,1207,1214,1301,1310,1414,1414,1511,1511
9,69,101,108,206,214,307,307,412,412,513,514,601,604,705,705,811,811,901,905,1004,1004,1103,1108,1207,1214,1301,1302,1405,1414,1505,1513
30,71,101,104,205,205,307,315,404,408,507,514,604,611,705,710,801,802,901,905,1004,1015,1108,1113,1201,1205,1301,1301,1414,1414,1511,1513
18,84,108,115,210,212,311,311,406,408,507,514,604,611,703,705,809,811,905,915,1004,1015,1103,1103,1204,1204,1310,1310,1414,1414,1505,1511
16,83,101,108,212,214,307,312,408,408,507,513,604,609,703,705,802,802,901,905,1002,1004,1101,1113,1204,1211,1301,1310,1413,1414,1504,1511
4,95,104,108,212,212,307,307,404,404,507,514,605,609,706,706,801,811,901,903,1004,1004,1103,1103,1204,1213,1310,1310,1405,1414,1507,1511
27,85,108,108,210,210,307,311,406,408,513,513,604,611,705,707,811,811,905,915,1015,1015,1101,1103,1204,1204,1301,1310,1404,1414,1505,1511
30,85,101,115,206,210,307,312,406,408,505,513,604,609,705,706,809,811,901,915,1004,1015,1101,1103,1207,1214,1301,1310,1414,1414,1504,1511
7,77,108,108,206,208,307,315,401,404,507,509,601,604,705,707,802,811,901,915,1004,1004,1103,1103,1208,1213,1310,1310,1409,1409,1505,1511
11,93,101,115,210,214,307,311,408,412,507,513,601,604,705,713,811,811,905,915,1002,1015,1103,1103,1201,1208,1301,1301,1404,1414,1505,1511
21,79,101,101,212,214,307,311,408,411,506,507,609,611,701,713,801,811,905,909,1004,1015,1103,1113,1208,1208,1301,1311,1405,1409,1504,1505
14,90,101,108,205,205,307,312,401,408,507,514,604,605,705,705,801,811,901,915,1004,1004,1108,1113,1201,1208,1301,1302,1414,1414,1505,1513
49,83,101,108,206,212,307,311,408,408,506,514,604,609,703,707,811,811,905,915,1004,1004,1103,1103,1201,1208,1304,1305,1405,1414,1505,1505
64,88,101,108,210,213,307,307,406,412,505,513,609,611,705,707,802,802,901,901,1010,1014,1101,1103,1204,1207,1310,1361,1414,1414,1505,1507
65,76,101,108,210,214,307,307,412,412,506,507,604,604,701,707,802,811,905,909,1004,1004,1103,1108,1205,1208,1302,1310,1414,1414,1505,1511
36,80,101,108,212,214,307,315,404,405,505,513,604,604,706,707,802,811,901,915,1002,1015,1101,1101,1204,1207,1311,1361,1404,1414,1507,1507
42,68,108,115,210,212,307,307,401,408,507,514,604,604,701,710,802,811,905,905,1015,1015,1103,1113,1207,1208,1310,1311,1405,1414,1507,1507
58,79,101,105,212,213,307,307,404,408,514,514,604,609,705,707,801,802,901,905,1004,1004,1103,1103,1204,1208,1301,1310,1413,1414,1504,1505
53,77,104,108,210,212,307,307,401,408,507,514,601,605,706,707,811,811,905,905,1004,1015,1101,1103,1207,1208,1301,1302,1405,1414,1507,1507
51,83,104,112,210,210,312,315,401,408,514,514,604,609,705,705,802,811,903,905,1002,1002,1103,1103,1208,1213,1310,1311,1413,1414,1505,1507
43,84,101,108,212,213,307,307,404,405,513,514,604,604,705,707,802,811,901,915,1015,1015,1101,1103,1201,1204,1304,1311,1414,1414,1505,1507
63,77,101,108,206,212,307,307,412,412,506,514,604,609,705,710,801,811,905,905,1014,1014,1113,1113,1207,1214,1302,1310,1405,1414,1505,1507
43,86,101,115,212,213,307,307,404,405,513,514,604,604,705,707,802,811,901,905,1015,1015,1101,1103,1201,1204,1304,1310,1414,1414,1505,1505
60,78,101,112,206,212,307,307,402,404,513,514,604,604,703,710,801,811,901,905,1004,1015,1103,1103,1204,1205,1310,1310,1409,1414,1507,1513
46,81,101,105,206,214,307,307,408,408,505,506,605,609,703,705,801,802,901,901,1004,1004,1103,1108,1205,1205,1310,1310,1409,1414,1505,1505
65,72,104,105,210,210,307,307,404,411,513,514,604,605,705,710,801,802,905,915,1004,1015,1103,1113,1204,1214,1310,1311,1414,1414,1507,1511
58,88,104,105,206,210,307,307,404,404,513,513,604,609,703,710,807,811,901,911,1004,1004,1103,1108,1208,1208,1310,1311,1404,1414,1505,1507
62,93,108,115,210,213,307,307,401,408,513,513,604,609,705,710,801,807,901,905,1004,1015,1103,1108,1201,1204,1311,1361,1404,1414,1507,1507
57,73,101,108,205,214,307,307,408,408,507,513,604,605,706,707,811,811,905,905,1004,1004,1103,1108,1201,1204,1310,1310,1405,1414,1505,1507
56,78,105,115,206,212,307,307,401,401,507,513,601,604,706,710,801,802,901,905,1004,1015,1101,1113,1201,1214,1310,1310,1405,1414,1505,1507
64,71,101,108,212,214,307,307,401,412,507,514,604,604,707,710,802,811,905,911,1004,1015,1103,1108,1201,1204,1310,1310,1404,1414,1505,1507
52,68,108,108,205,213,307,307,401,412,513,513,604,605,705,706,802,811,901,905,1004,1097,1101,1113,1205,1208,1310,1311,1409,1414,1505,1511
60,82,115,115,213,214,307,307,405,411,514,514,604,605,703,705,802,811,905,911,1003,1097,1103,1103,1205,1213,1311,1311,1414,1414,1505,1507
36,77,101,115,214,214,307,307,405,408,506,507,604,605,701,707,802,811,903,905,1004,1015,1108,1108,1205,1208,1305,1310,1414,1414,1505,1511
86,76,104,112,212,212,307,311,411,412,507,514,604,604,705,705,801,801,901,915,1004,1015,1103,1103,1207,1208,1301,1302,1414,1414,1504,1511
96,89,105,108,205,212,307,307,402,412,507,514,604,609,707,711,802,807,905,915,1004,1004,1103,1103,1204,1207,1301,1310,1404,1409,1511,1511
69,77,101,108,205,212,307,315,404,412,513,514,604,604,705,706,802,811,905,915,1015,1015,1103,1113,1204,1207,1301,1311,1405,1414,1504,1505
