"x","y","LOC1a","LOC1b","LOC2a","LOC2b","LOC3a","LOC3b","LOC4a","LOC4b","LOC5a","LOC5b","LOC6a","LOC6b","LOC7a","LOC7b","LOC8a","LOC8b","LOC9a","LOC9b","LOC10a","LOC10b","LOC11a","LOC11b","LOC12a","LOC12b","LOC13a","LOC13b","LOC14a","LOC14b","LOC15a","LOC15b"
95,87,106,109,209,211,307,309,405,407,506,506,606,612,712,714,809,809,908,908,1008,1008,1102,1111,1209,1211,1311,1311,1401,1401,1502,1514
88,79,105,109,203,205,304,311,410,411,506,506,612,615,714,714,814,814,908,915,1003,1008,1102,1111,1211,1237,1310,1311,1408,1408,1502,1514
75,69,105,109,209,243,312,312,411,411,506,506,606,615,704,715,803,813,906,908,1003,1003,1102,1111,1201,1202,1310,1310,1401,1409,1503,1514
92,72,106,109,205,243,307,309,410,414,501,503,606,612,703,714,809,813,908,915,1008,1008,1107,1111,1211,1211,1306,1311,1408,1409,1510,1510
76,98,102,106,205,205,311,312,402,405,501,506,612,612,714,715,809,813,906,908,1003,1003,1111,1111,1209,1245,1310,1310,1401,1409,1510,1514
80,81,106,109,205,211,307,309,410,414,506,506,612,612,714,715,813,813,901,915,1003,1003,1107,1111,1209,1245,1306,1310,1401,1408,1510,1514
70,75,108,109,209,211,311,312,402,402,503,581,612,615,714,714,809,814,906,908,1002,1006,1102,1111,1210,1211,1310,1310,1408,1408,1510,1514
98,86,109,109,205,209,311,312,402,411,501,503,612,612,714,714,803,814,906,908,1003,1008,1102,1107,1209,1209,1306,1310,1401,1408,1502,1502
96,98,102,105,211,243,304,311,407,414,501,581,605,615,712,714,803,813,908,908,1006,1008,1102,1114,1209,1211,1305,1310,1401,1401,1503,1503
74,85,106,109,209,211,309,311,410,410,506,506,615,615,712,714,814,814,908,915,1003,1008,1107,1111,1209,1211,1305,1310,1408,1408,1502,1514
94,95,109,109,205,211,311,312,402,411,501,506,612,612,714,714,813,814,908,908,1003,1008,1102,1102,1209,1211,1305,1306,1408,1408,1510,1510
85,70,109,114,205,209,309,312,407,407,501,506,606,612,712,714,809,809,908,908,1002,1003,1102,1111,1202,1211,1310,1310,1401,1408,1502,1514
71,72,109,109,211,211,311,312,403,414,506,506,615,615,712,714,814,814,908,915,1003,1014,1102,1111,1209,1211,1310,1310,1401,1409,1506,1506
95,76,109,109,211,211,312,312,407,410,503,503,612,612,712,714,804,813,901,915,1003,1014,1107,1107,1209,1211,1305,1310,1408,1408,1502,1514
89,92,109,109,205,205,307,309,403,410,506,506,612,615,712,714,814,814,908,915,1003,1008,1102,1111,1210,1211,1310,1310,1401,1408,1514,1514
96,82,102,109,209,211,312,314,410,414,506,506,612,615,712,714,814,814,915,915,1003,1014,1111,1111,1202,1209,1306,1310,1401,1408,1506,1510
89,83,102,106,205,205,309,311,402,411,501,506,612,612,714,714,813,813,906,906,1003,1008,1102,1111,1209,1245,1310,1310,1401,1401,1502,1514
75,69,105,109,209,243,309,312,411,414,506,506,615,615,704,714,803,809,906,908,1003,1008,1111,1111,1201,1209,1305,1310,1401,1409,1510,1514
82,98,102,102,205,211,307,309,410,414,506,506,612,612,712,714,813,813,901,908,1003,1008,1111,1111,1209,1209,1306,1310,1401,1408,1511,1514
