"x","y","LOC1a","LOC1b","LOC2a","LOC2b","LOC3a","LOC3b","LOC4a","LOC4b","LOC5a","LOC5b","LOC6a","LOC6b","LOC7a","LOC7b","LOC8a","LOC8b","LOC9a","LOC9b","LOC10a","LOC10b","LOC11a","LOC11b","LOC12a","LOC12b","LOC13a","LOC13b","LOC14a","LOC14b","LOC15a","LOC15b"
29,5,102,114,205,205,304,309,410,411,506,506,612,615,714,715,813,814,908,915,1008,1014,1102,1111,1209,1209,1305,1310,1401,1408,1504,1510
29,24,106,109,209,211,309,312,407,411,501,506,612,612,714,714,813,814,915,915,1002,1014,1107,1114,1209,1209,1310,1311,1408,1408,1510,1510
4,19,102,114,205,209,309,311,402,414,501,506,612,615,712,714,803,814,908,908,1002,1006,1102,1111,1211,1211,1305,1310,1401,1401,1510,1514
30,31,102,106,205,209,307,311,407,407,505,506,606,615,701,703,804,813,908,908,1008,1008,1111,1111,1201,1210,1310,1310,1408,1408,1502,1510
9,22,102,106,209,211,311,312,411,411,501,514,612,612,704,712,813,814,915,915,1003,1006,1102,1114,1209,1210,1305,1305,1401,1409,1502,1510
16,19,102,105,205,211,309,311,411,414,505,505,612,612,714,714,813,814,915,915,1002,1008,1102,1114,1201,1237,1305,1310,1401,1408,1502,1514
24,14,106,114,205,211,311,311,407,411,501,506,615,615,703,714,813,814,908,908,1003,1008,1102,1111,1209,1211,1305,1310,1401,1408,1506,1514
9,15,104,109,209,211,307,311,410,411,506,506,612,615,704,712,803,809,901,906,1002,1008,1111,1111,1211,1211,1305,1310,1409,1415,1502,1502
20,32,109,109,205,209,311,312,411,414,503,506,612,612,713,714,809,809,901,908,1008,1014,1102,1111,1211,1211,1306,1311,1401,1401,1503,1514
40,27,106,109,205,205,307,309,410,410,506,514,612,615,712,714,814,814,908,915,1008,1008,1111,1111,1211,1211,1310,1310,1401,1401,1502,1510
57,5,106,109,211,211,311,312,403,411,503,503,615,615,703,714,809,814,915,915,1003,1008,1102,1111,1209,1209,1310,1310,1408,1408,1506,1506
46,34,106,114,209,211,307,312,407,410,506,514,615,615,704,714,809,814,915,915,1003,1014,1111,1111,1202,1210,1305,1310,1401,1401,1502,1510
57,30,106,114,209,211,309,311,403,407,506,514,612,615,704,712,809,814,908,915,1003,1008,1111,1111,1202,1210,1306,1310,1401,1401,1510,1510
60,7,105,106,205,209,304,312,405,414,503,506,612,615,704,704,809,813,901,915,1002,1006,1102,1111,1202,1209,1310,1311,1408,1408,1502,1503
34,8,102,104,209,211,307,312,402,411,506,581,606,615,712,714,803,814,915,915,1003,1008,1102,1111,1201,1209,1310,1310,1408,1408,1503,1506
65,31,109,114,205,205,307,312,410,411,501,581,615,615,714,714,813,814,906,915,1003,1006,1111,1114,1210,1210,1310,1311,1401,1408,1502,1503
51,4,109,109,205,209,309,311,411,414,501,506,615,615,712,712,813,813,906,915,1003,1003,1111,1111,1211,1211,1306,1311,1401,1408,1510,1514
61,5,102,109,209,243,304,309,410,410,503,503,612,615,714,714,813,814,915,915,1003,1008,1102,1102,1209,1211,1310,1311,1401,1401,1502,1511
43,30,106,109,203,211,311,312,410,411,501,503,612,612,704,714,809,813,908,915,1003,1003,1102,1111,1209,1211,1310,1311,1408,1408,1502,1510
34,20,108,109,209,211,304,304,410,414,506,506,612,612,704,715,813,814,901,915,1003,1008,1111,1111,1209,1211,1310,1310,1401,1409,1504,1506
54,21,109,114,205,205,304,312,402,411,501,506,612,615,703,715,804,809,901,915,1008,1015,1102,1114,1209,1210,1305,1310,1401,1408,1514,1514
43,29,106,109,205,205,307,311,410,410,506,514,612,615,712,714,809,814,915,915,1003,1014,1111,1111,1201,1210,1307,1310,1401,1401,1506,1514
35,26,106,109,205,205,312,312,407,410,506,506,612,612,714,715,805,809,908,915,1003,1008,1111,1111,1209,1211,1311,1311,1408,1409,1506,1510
42,7,102,106,205,205,311,312,407,414,506,506,615,615,713,714,809,813,908,915,1003,1003,1111,1111,1211,1211,1310,1311,1401,1408,1506,1510
49,33,102,106,211,211,307,307,402,414,503,506,606,612,704,714,813,814,901,915,1008,1008,1102,1111,1202,1210,1310,1311,1401,1408,1502,1506
62,25,102,109,209,211,309,312,407,410,503,506,606,615,714,714,809,814,901,908,1008,1008,1102,1111,1210,1237,1310,1310,1401,1408,1510,1514
64,33,102,102,209,211,311,311,407,410,503,514,601,615,714,714,813,814,906,908,1008,1008,1102,1111,1201,1211,1310,1310,1401,1408,1514,1514
38,28,106,109,205,211,309,311,403,414,506,506,612,612,701,704,813,814,901,915,1003,1014,1111,1111,1209,1211,1305,1310,1408,1408,1506,1510
46,27,102,102,205,211,309,311,410,411,506,506,615,615,712,714,805,814,901,915,1006,1008,1111,1111,1209,1245,1310,1310,1401,1408,1502,1514
65,27,109,114,209,211,307,311,411,414,503,506,606,612,704,712,809,814,915,915,1003,1008,1102,1102,1201,1211,1310,1311,1408,1408,1510,1514
56,7,109,109,209,211,307,307,405,410,503,581,612,615,714,714,809,813,908,915,1008,1008,1102,1111,1209,1211,1310,1310,1401,1408,1504,1514
88,12,102,109,209,209,307,307,410,410,503,503,612,615,703,714,809,813,908,915,1003,1014,1102,1111,1211,1237,1310,1310,1401,1408,1502,1503
69,8,106,109,205,205,307,309,407,414,503,514,612,615,714,714,803,814,908,915,1008,1008,1111,1111,1211,1237,1306,1311,1401,1408,1502,1510
76,31,105,106,205,243,304,307,410,414,506,506,612,615,712,714,804,814,908,915,1008,1014,1102,1111,1201,1209,1305,1310,1401,1401,1510,1514
68,9,106,109,209,211,309,311,402,478,503,503,612,615,704,714,809,814,906,908,1003,1003,1102,1111,1209,1209,1310,1311,1408,1408,1503,1506
69,31,102,109,205,205,307,312,405,410,501,501,606,615,714,714,809,814,901,908,1008,1008,1102,1111,1210,1211,1310,1310,1408,1408,1502,1514
72,5,102,109,205,209,311,314,407,411,503,581,612,612,704,715,813,814,908,915,1003,1006,1102,1102,1202,1211,1310,1311,1408,1408,1504,1506
70,13,102,109,205,209,309,314,411,411,506,581,606,615,704,714,813,814,915,915,1003,1003,1102,1111,1202,1211,1310,1310,1401,1408,1506,1506
85,24,102,109,205,205,304,312,414,414,505,506,605,615,714,714,813,813,908,915,1008,1008,1111,1114,1202,1211,1305,1310,1401,1401,1502,1514
77,30,106,106,205,209,304,311,411,414,514,514,612,615,704,712,809,814,901,915,1003,1003,1102,1114,1201,1245,1310,1310,1401,1401,1502,1514
88,3,109,109,205,209,311,312,411,478,503,503,612,615,704,714,809,813,908,915,1003,1003,1111,1111,1202,1209,1310,1311,1408,1408,1503,1506
82,15,102,105,205,209,309,312,405,407,501,581,606,612,704,714,813,813,906,915,1003,1015,1111,1111,1210,1211,1305,1310,1401,1408,1506,1510
77,30,102,114,205,205,304,309,411,411,506,506,615,615,714,714,809,809,901,915,1003,1014,1107,1114,1209,1211,1306,1310,1401,1409,1504,1514
70,20,106,109,205,205,304,314,405,407,503,505,612,615,703,715,809,813,908,908,1006,1008,1102,1102,1209,1211,1305,1306,1401,1409,1502,1510
77,29,106,109,205,211,309,311,405,414,506,506,615,615,704,714,809,814,908,915,1003,1008,1111,1111,1202,1202,1310,1311,1401,1408,1502,1514
77,23,108,108,205,205,304,311,402,411,503,506,612,615,714,714,809,814,906,908,1003,1008,1102,1102,1201,1201,1306,1310,1401,1408,1502,1510
70,16,104,106,205,209,311,312,411,411,506,506,612,615,703,714,803,809,908,915,1008,1008,1107,1111,1209,1211,1305,1307,1408,1408,1502,1506
83,5,109,109,205,205,304,311,403,411,506,581,615,615,703,704,813,814,908,908,1003,1014,1107,1111,1209,1209,1310,1311,1401,1408,1502,1510
72,7,102,104,205,209,312,312,410,414,505,506,612,615,712,715,814,814,915,915,1008,1015,1102,1111,1211,1211,1310,1310,1401,1401,1502,1502
74,11,104,109,205,205,304,307,410,414,505,506,612,615,712,714,814,814,908,915,1008,1014,1102,1111,1211,1211,1310,1310,1401,1401,1502,1502
81,27,102,109,205,209,304,309,411,414,503,503,615,615,712,714,809,809,915,915,1003,1014,1111,1114,1209,1211,1306,1310,1401,1401,1510,1514
96,6,102,109,211,211,311,312,403,411,503,506,601,615,712,714,809,814,908,915,1003,1006,1102,1107,1201,1210,1305,1311,1401,1408,1502,1510
87,34,106,109,205,209,304,307,411,414,503,506,612,612,703,714,813,814,915,915,1003,1008,1102,1114,1202,1211,1305,1310,1401,1409,1510,1514
21,55,109,109,205,209,304,309,414,414,503,503,601,612,712,715,809,814,908,915,1014,1014,1111,1114,1209,1211,1307,1311,1408,1409,1502,1514
16,67,102,109,205,205,309,311,410,410,501,506,615,615,703,714,805,813,908,908,1002,1008,1102,1114,1209,1211,1306,1310,1401,1409,1506,1510
8,45,106,108,205,209,309,309,403,405,503,506,615,615,712,714,809,814,908,908,1008,1014,1111,1111,1209,1209,1305,1307,1401,1401,1502,1502
11,62,104,151,209,211,311,311,410,411,501,506,612,615,714,714,813,814,908,915,1003,1003,1102,1114,1209,1237,1305,1310,1401,1401,1502,1503
18,35,105,109,209,209,311,311,414,414,506,506,606,612,704,704,809,814,908,915,1008,1008,1111,1111,1209,1211,1305,1305,1401,1401,1510,1514
31,53,106,114,205,205,309,311,402,411,506,506,612,615,714,714,813,814,908,908,1014,1014,1111,1114,1201,1211,1305,1307,1401,1408,1503,1514
33,49,106,109,205,211,309,309,411,414,501,506,612,612,704,712,804,813,906,908,1006,1008,1102,1111,1202,1202,1305,1306,1408,1408,1510,1514
9,50,106,109,211,211,311,311,411,414,501,501,612,615,704,712,809,813,915,915,1008,1014,1111,1111,1201,1211,1311,1311,1401,1408,1503,1504
21,44,102,151,209,211,309,312,410,411,501,505,612,612,704,713,809,813,901,908,1003,1008,1111,1114,1209,1211,1305,1311,1408,1409,1502,1510
26,53,109,109,205,209,309,311,410,410,506,506,612,615,712,714,803,809,901,915,1002,1014,1111,1111,1209,1211,1310,1310,1408,1408,1514,1514
10,54,105,109,205,205,311,312,411,414,501,503,612,615,703,715,803,809,915,915,1003,1008,1111,1111,1209,1209,1310,1310,1401,1408,1510,1514
28,59,108,109,209,211,304,311,402,407,503,505,615,615,714,715,813,813,908,915,1003,1003,1102,1111,1209,1211,1310,1310,1408,1409,1502,1510
14,49,106,106,205,243,307,309,405,414,506,506,606,615,714,714,809,814,906,908,1003,1014,1102,1111,1202,1209,1305,1307,1401,1401,1502,1503
13,67,106,109,205,209,307,312,410,411,501,501,612,612,714,715,809,809,908,915,1003,1008,1111,1111,1209,1211,1310,1311,1401,1408,1510,1510
16,47,108,109,209,209,307,311,403,411,501,506,615,615,704,715,809,809,915,915,1003,1006,1102,1111,1211,1237,1306,1307,1408,1415,1510,1510
30,56,108,109,205,209,309,309,410,414,506,506,612,612,714,714,809,813,901,908,1002,1003,1111,1111,1210,1211,1305,1310,1401,1408,1503,1510
15,59,106,109,205,209,307,312,411,414,506,506,601,612,704,714,803,804,908,915,1008,1008,1107,1111,1202,1209,1305,1310,1408,1408,1502,1504
9,38,104,109,205,209,309,312,402,405,501,581,612,615,703,714,803,814,906,908,1002,1006,1107,1111,1209,1211,1305,1310,1401,1408,1504,1510
12,66,109,109,205,211,304,312,407,411,501,514,606,615,704,714,813,814,915,915,1002,1008,1102,1111,1209,1210,1305,1310,1401,1408,1510,1514
3,49,106,114,205,211,309,309,405,410,506,514,612,615,714,714,813,814,906,908,1008,1008,1111,1111,1209,1210,1307,1310,1401,1401,1502,1502
13,48,108,109,205,209,307,307,403,414,501,501,615,615,714,715,809,809,915,915,1003,1006,1102,1111,1211,1237,1305,1311,1408,1408,1510,1510
9,43,106,109,205,211,309,309,407,411,505,506,612,612,704,714,803,809,915,915,1003,1008,1111,1111,1211,1211,1305,1310,1401,1408,1510,1514
62,52,106,109,211,211,307,311,410,410,506,506,601,601,703,714,809,814,901,906,1008,1015,1107,1114,1209,1210,1310,1310,1408,1409,1503,1514
56,35,102,102,205,209,311,312,411,414,506,506,612,615,712,714,813,814,906,915,1003,1003,1102,1111,1209,1209,1310,1311,1401,1401,1503,1510
41,65,106,106,205,211,309,312,405,411,503,506,612,615,703,712,809,813,908,908,1008,1008,1111,1111,1211,1211,1310,1311,1401,1408,1510,1514
62,40,108,109,205,209,307,309,405,411,506,506,606,612,712,714,809,809,901,908,1006,1014,1111,1111,1209,1211,1305,1310,1408,1409,1502,1510
52,59,102,109,209,211,312,312,414,414,501,506,615,615,703,714,809,813,908,908,1008,1014,1111,1114,1210,1211,1310,1310,1401,1409,1502,1503
53,60,102,109,205,205,312,312,410,414,501,506,615,615,712,713,809,813,908,915,1008,1014,1111,1111,1210,1237,1310,1310,1401,1409,1502,1502
61,51,106,109,209,209,311,312,410,411,501,581,612,615,703,714,809,813,908,908,1003,1008,1111,1111,1210,1211,1306,1310,1408,1409,1510,1514
41,39,106,108,203,211,304,312,402,407,506,581,612,615,704,714,809,809,908,908,1003,1008,1102,1111,1209,1209,1305,1307,1408,1409,1502,1506
38,36,102,106,205,205,309,309,407,410,501,506,612,612,712,714,814,814,908,915,1003,1003,1102,1102,1211,1211,1305,1310,1401,1409,1504,1510
59,39,106,106,205,209,309,312,411,411,506,514,615,615,704,712,809,813,901,915,1003,1003,1111,1114,1211,1211,1310,1311,1401,1401,1502,1502
56,44,102,114,209,243,304,309,410,411,503,503,612,615,712,714,813,814,901,908,1002,1008,1102,1102,1211,1211,1310,1311,1401,1408,1502,1511
64,63,106,109,211,211,307,312,407,410,501,506,601,612,701,714,813,814,901,906,1008,1008,1102,1107,1209,1209,1307,1310,1401,1408,1502,1510
58,47,102,105,205,209,311,311,402,407,506,506,615,615,714,714,809,814,915,915,1003,1006,1102,1111,1202,1209,1310,1310,1401,1401,1510,1514
47,53,104,109,205,205,307,311,403,414,506,514,615,615,703,714,809,813,901,901,1006,1008,1102,1111,1202,1211,1311,1311,1401,1401,1502,1503
47,58,102,106,205,211,309,312,402,411,506,506,612,612,712,714,804,809,901,908,1006,1015,1102,1111,1202,1211,1305,1305,1408,1408,1502,1514
64,59,106,109,205,211,307,311,403,411,503,506,615,615,704,714,809,814,915,915,1008,1014,1111,1111,1209,1210,1306,1310,1401,1401,1502,1510
59,51,106,106,205,205,309,312,403,405,503,506,615,615,712,712,813,813,906,908,1003,1015,1102,1111,1209,1210,1310,1310,1401,1401,1510,1514
44,44,106,109,205,211,309,309,410,410,506,506,612,615,712,714,803,809,908,915,1003,1014,1111,1111,1209,1211,1310,1310,1408,1408,1506,1514
35,50,109,109,209,209,309,312,407,410,506,506,612,615,704,714,809,813,908,915,1003,1008,1107,1111,1210,1211,1305,1310,1401,1408,1502,1503
53,42,106,108,205,211,311,312,403,410,503,506,612,615,703,712,804,814,915,915,1008,1014,1111,1114,1210,1210,1305,1311,1401,1401,1506,1510
63,48,102,106,205,205,307,312,407,410,506,514,612,615,703,714,809,809,915,915,1003,1003,1102,1111,1210,1211,1307,1311,1401,1401,1510,1511
48,46,102,106,209,211,309,309,410,411,505,514,606,612,712,714,804,809,901,908,1008,1008,1111,1111,1202,1211,1305,1305,1408,1408,1502,1514
69,45,109,109,205,209,307,312,402,411,506,514,612,615,701,714,814,814,901,908,1003,1003,1102,1111,1209,1211,1306,1310,1401,1401,1502,1510
67,40,102,109,205,209,304,307,411,411,503,506,615,615,704,712,809,813,901,915,1003,1014,1111,1114,1209,1211,1305,1306,1401,1409,1510,1514
94,51,106,109,211,211,309,312,402,411,514,514,615,615,714,714,813,814,908,915,1003,1006,1111,1114,1209,1209,1305,1305,1401,1408,1502,1503
71,44,102,104,205,205,307,312,410,410,506,506,615,615,714,715,813,814,901,908,1003,1008,1102,1102,1210,1211,1305,1310,1401,1401,1502,1506
87,38,104,105,205,211,307,312,405,411,506,506,612,612,714,714,813,814,915,915,1003,1006,1111,1111,1209,1211,1310,1310,1401,1408,1502,1510
74,58,102,114,209,211,304,309,410,411,506,506,615,615,714,715,813,814,908,908,1008,1008,1102,1107,1209,1211,1305,1305,1401,1401,1502,1506
75,54,109,109,205,209,309,312,403,410,506,581,606,615,704,714,813,814,906,908,1006,1008,1107,1111,1211,1211,1305,1305,1401,1408,1502,1506
84,56,102,106,205,205,312,312,405,407,501,501,612,615,703,713,813,813,906,908,1006,1008,1107,1111,1211,1211,1305,1310,1408,1409,1510,1510
80,46,104,114,243,243,311,311,405,414,501,505,605,615,703,714,803,813,908,915,1008,1014,1111,1111,1209,1211,1305,1310,1401,1408,1506,1510
80,39,106,114,205,209,311,312,411,414,503,503,615,615,712,714,814,814,901,915,1003,1003,1111,1114,1209,1209,1305,1310,1401,1408,1502,1506
98,51,105,109,209,211,309,311,410,414,501,505,606,612,704,712,805,809,915,915,1008,1008,1107,1111,1209,1211,1305,1345,1408,1408,1510,1510
91,58,106,106,203,209,312,314,402,407,503,505,612,612,714,714,813,814,906,906,1003,1008,1102,1107,1202,1209,1311,1311,1408,1408,1506,1514
92,48,104,106,205,211,307,309,407,411,506,514,612,615,712,714,809,814,908,908,1006,1006,1111,1111,1209,1211,1310,1310,1408,1409,1502,1503
80,58,102,105,205,243,304,312,411,414,505,506,615,615,704,715,809,809,906,908,1003,1003,1111,1111,1201,1209,1310,1310,1408,1409,1510,1514
88,37,109,109,209,209,309,311,410,410,501,503,606,615,703,712,814,814,901,908,1008,1008,1107,1111,1211,1211,1306,1311,1401,1408,1504,1512
92,49,105,109,211,211,312,312,407,410,501,503,612,612,704,714,804,813,901,901,1003,1008,1102,1107,1209,1209,1305,1310,1401,1408,1502,1514
79,57,109,109,205,209,312,312,407,410,503,506,612,612,703,714,809,814,908,908,1003,1008,1111,1111,1209,1211,1305,1305,1401,1408,1503,1510
97,36,106,106,205,205,309,312,414,414,501,506,612,615,714,714,804,809,915,915,1008,1008,1111,1111,1201,1209,1305,1305,1401,1408,1503,1506
88,44,108,109,211,211,304,304,410,414,514,514,615,615,704,714,809,814,908,908,1008,1014,1107,1111,1211,1211,1305,1310,1401,1409,1502,1510
69,46,109,109,209,211,307,309,407,410,506,506,601,612,703,714,813,814,908,915,1003,1014,1102,1111,1202,1211,1310,1311,1401,1408,1506,1511
82,42,106,109,209,211,304,314,403,403,503,514,615,615,703,714,814,814,908,915,1006,1008,1102,1111,1201,1209,1310,1310,1401,1408,1503,1506
98,40,102,105,209,209,307,312,402,411,501,506,612,615,712,714,814,814,908,915,1003,1008,1107,1107,1201,1209,1305,1310,1408,1409,1502,1514
32,70,106,108,211,211,309,311,405,411,503,506,612,612,703,714,814,814,908,915,1002,1008,1102,1111,1209,1211,1310,1310,1401,1401,1503,1510
3,88,105,109,211,211,311,312,403,411,503,506,601,615,712,714,813,814,915,915,1003,1014,1102,1111,1201,1211,1305,1310,1401,1408,1502,1510
32,92,108,109,205,205,309,309,410,410,506,506,612,612,714,715,809,813,908,908,1008,1008,1111,1114,1211,1211,1305,1310,1401,1408,1506,1510
31,82,106,109,205,211,307,311,407,411,506,506,612,615,714,715,809,813,908,915,1008,1014,1107,1111,1209,1245,1310,1311,1408,1409,1510,1514
19,85,106,108,205,205,311,311,410,411,501,503,612,615,712,715,809,813,908,915,1003,1008,1111,1111,1209,1211,1311,1311,1401,1409,1510,1514
8,71,105,106,205,209,309,312,407,411,503,506,612,612,703,714,814,814,906,915,1003,1014,1102,1102,1201,1210,1311,1311,1405,1408,1502,1510
27,85,102,109,209,209,304,314,411,411,501,506,612,615,712,714,803,809,908,915,1006,1006,1111,1111,1201,1210,1306,1311,1401,1415,1502,1506
12,77,105,109,209,209,311,311,407,414,506,506,606,612,703,714,809,814,908,908,1003,1008,1102,1111,1209,1211,1305,1307,1401,1408,1506,1506
20,71,105,109,209,211,309,312,403,414,503,505,612,612,704,714,809,809,908,915,1008,1015,1111,1114,1209,1210,1310,1310,1401,1401,1506,1514
24,75,109,114,205,209,311,312,410,410,506,581,612,615,703,713,813,814,901,915,1003,1014,1111,1114,1201,1209,1305,1311,1408,1408,1506,1514
14,74,106,109,205,205,311,311,410,411,503,506,606,612,714,715,809,809,908,915,1002,1008,1114,1114,1209,1209,1306,1310,1401,1408,1510,1514
31,82,109,109,205,209,304,309,410,411,506,506,612,615,714,714,803,813,908,915,1006,1014,1111,1111,1210,1211,1305,1306,1401,1408,1502,1510
12,79,109,109,205,205,309,312,405,414,503,506,612,615,712,712,809,813,908,908,1003,1003,1102,1114,1201,1211,1310,1310,1408,1409,1502,1506
19,74,109,109,205,205,309,309,402,407,501,503,612,612,703,704,809,809,908,915,1002,1003,1111,1111,1209,1211,1305,1310,1401,1408,1503,1514
28,74,106,109,209,211,309,309,411,411,501,506,612,615,704,714,804,814,901,915,1003,1008,1107,1111,1202,1209,1307,1310,1401,1401,1506,1510
17,71,109,109,205,205,307,309,405,414,503,506,612,615,704,712,809,809,908,915,1003,1003,1102,1114,1209,1211,1310,1310,1408,1408,1502,1506
16,98,104,109,205,209,309,312,407,407,506,506,612,612,712,714,809,813,908,908,1003,1003,1111,1111,1211,1211,1305,1310,1401,1401,1503,1506
30,69,106,106,209,209,304,311,407,414,506,506,612,612,704,712,813,814,901,908,1003,1071,1111,1114,1202,1209,1311,1311,1408,1415,1510,1514
26,79,108,109,209,209,311,311,402,407,506,506,615,615,704,714,809,809,901,915,1002,1003,1111,1111,1209,1237,1306,1310,1408,1408,1502,1510
27,77,102,106,205,211,309,311,407,410,501,501,612,612,703,713,809,814,901,901,1003,1008,1102,1111,1202,1209,1305,1310,1408,1408,1510,1510
14,76,109,109,205,211,309,312,410,410,505,506,612,612,704,712,809,814,901,906,1008,1014,1102,1111,1209,1210,1305,1310,1408,1409,1503,1506
18,78,109,109,205,211,311,311,407,411,506,506,612,615,704,714,805,809,901,908,1003,1008,1111,1111,1201,1202,1310,1310,1408,1408,1506,1510
48,78,109,109,205,209,307,312,407,410,506,506,612,612,714,714,814,814,908,915,1003,1008,1111,1111,1209,1211,1305,1305,1408,1408,1510,1514
37,89,105,109,205,211,309,311,405,410,506,506,606,615,714,714,809,813,908,915,1003,1008,1102,1111,1209,1211,1310,1310,1401,1408,1502,1510
50,73,105,109,209,211,311,312,407,411,506,581,606,615,712,714,809,813,908,915,1003,1014,1111,1111,1201,1210,1310,1310,1408,1408,1506,1510
48,84,109,109,205,211,309,309,414,414,506,581,606,615,714,714,813,814,908,908,1003,1014,1102,1107,1210,1211,1305,1310,1401,1408,1506,1510
55,70,106,109,211,243,311,312,402,411,505,506,612,615,704,714,809,814,901,908,1003,1003,1102,1111,1201,1209,1305,1311,1401,1408,1510,1514
49,91,109,151,205,209,309,311,403,405,501,506,612,612,712,715,809,814,901,915,1003,1003,1107,1114,1201,1210,1310,1310,1401,1408,1504,1510
66,78,105,106,209,211,312,312,410,411,506,506,606,615,701,714,809,813,908,915,1003,1008,1102,1111,1201,1210,1310,1310,1401,1408,1502,1506
35,97,106,109,205,211,309,311,407,414,503,506,612,615,712,714,809,809,901,915,1003,1003,1111,1111,1209,1211,1306,1310,1401,1401,1502,1504
45,83,109,109,205,211,309,312,405,407,506,506,612,612,714,714,803,803,908,915,1003,1003,1111,1111,1209,1211,1310,1310,1408,1408,1506,1506
39,78,105,106,205,209,309,312,407,478,506,514,612,612,703,715,814,814,906,915,1003,1014,1102,1111,1201,1245,1310,1310,1401,1408,1502,1510
40,85,105,109,209,209,312,312,402,411,506,506,615,615,712,712,804,814,901,908,1003,1008,1114,1114,1211,1211,1307,1310,1401,1408,1503,1506
48,69,102,105,205,209,309,311,407,410,501,505,615,615,714,714,809,814,901,915,1008,1008,1102,1111,1209,1210,1310,1310,1408,1408,1502,1510
35,96,106,109,205,205,304,312,410,411,501,503,612,615,714,715,814,814,908,915,1006,1008,1102,1111,1201,1209,1310,1310,1401,1408,1506,1510
57,73,102,106,205,205,312,312,410,478,501,506,612,615,703,712,809,813,908,915,1003,1015,1102,1111,1210,1210,1307,1310,1408,1409,1502,1503
51,96,104,106,205,209,312,312,407,411,503,506,606,612,703,714,803,814,908,908,1003,1003,1102,1111,1209,1210,1305,1310,1409,1409,1510,1510
53,93,109,114,205,209,311,312,403,410,503,506,612,615,714,714,813,814,908,915,1003,1008,1111,1114,1211,1211,1310,1310,1401,1408,1514,1514
35,88,102,109,205,211,307,312,405,411,503,505,612,612,712,714,803,809,908,908,1003,1008,1107,1111,1202,1209,1305,1305,1408,1408,1506,1510
43,95,104,109,211,243,307,312,403,411,503,506,612,612,703,712,803,809,901,906,1008,1008,1111,1111,1202,1211,1305,1310,1401,1401,1510,1514
44,87,102,106,205,211,304,309,407,407,506,581,612,615,704,714,809,813,901,915,1008,1014,1107,1111,1209,1211,1305,1307,1408,1408,1506,1514
35,75,102,106,205,209,309,311,403,411,506,506,612,612,712,714,809,809,901,908,1003,1006,1111,1111,1210,1211,1306,1311,1415,1415,1506,1514
54,68,102,109,205,205,309,312,410,411,503,581,615,615,714,714,813,814,908,915,1003,1014,1107,1111,1210,1211,1310,1310,1401,1401,1506,1510
38,69,109,109,209,211,307,312,407,414,503,506,601,612,712,714,814,814,906,908,1008,1014,1111,1114,1210,1211,1305,1307,1408,1409,1506,1514
77,88,102,109,209,211,311,311,403,411,506,506,612,615,703,704,809,813,901,915,1008,1008,1111,1111,1210,1211,1305,1310,1401,1401,1506,1510
82,79,106,106,205,243,307,312,407,414,501,505,612,612,703,714,813,814,908,908,1003,1008,1111,1111,1202,1209,1311,1311,1401,1408,1502,1504
73,68,106,109,209,209,312,312,405,407,506,506,601,612,703,714,809,809,908,915,1003,1006,1107,1111,1201,1211,1310,1310,1408,1409,1504,1510
