"x","y","LOC1a","LOC1b","LOC2a","LOC2b","LOC3a","LOC3b","LOC4a","LOC4b","LOC5a","LOC5b","LOC6a","LOC6b","LOC7a","LOC7b","LOC8a","LOC8b","LOC9a","LOC9b","LOC10a","LOC10b","LOC11a","LOC11b","LOC12a","LOC12b","LOC13a","LOC13b","LOC14a","LOC14b","LOC15a","LOC15b"
44,33,112,112,204,275,304,311,401,410,513,513,602,611,702,706,801,811,906,906,1001,1004,1104,1107,1201,1201,1301,1302,1410,1410,1504,1512
37,31,103,108,204,204,311,311,406,408,513,513,607,658,706,708,801,805,903,906,1005,1005,1107,1112,1209,1214,1312,1315,1401,1401,1502,1504
37,32,108,113,204,205,304,311,408,410,505,505,602,602,702,706,801,805,906,906,1005,1007,1104,1104,1201,1201,1301,1302,1407,1410,1509,1512
40,27,108,114,207,212,311,311,406,408,505,513,607,685,702,706,811,811,903,906,1005,1015,1104,1107,1201,1209,1302,1315,1407,1407,1512,1515
92,32,103,108,206,275,304,311,401,410,511,513,602,602,702,704,801,805,903,906,1004,1015,1107,1107,1201,1214,1315,1315,1408,1408,1512,1515
94,8,108,113,204,206,311,311,408,408,511,513,602,602,711,711,819,819,903,903,1004,1006,1104,1112,1209,1214,1302,1310,1401,1410,1512,1515
92,7,113,114,204,282,304,306,408,408,511,511,602,610,706,713,804,805,903,906,1004,1013,1107,1112,1205,1209,1302,1310,1401,1410,1512,1515
93,4,112,112,207,209,311,311,408,408,505,511,602,607,706,706,801,819,903,903,1007,1007,1112,1112,1209,1209,1302,1302,1401,1401,1512,1512
92,28,113,114,204,206,311,311,408,408,511,511,605,610,704,706,804,805,903,906,1004,1007,1104,1112,1203,1209,1315,1315,1407,1408,1512,1515
93,4,103,113,207,209,311,311,408,408,511,513,602,602,704,706,804,805,903,906,1004,1007,1107,1112,1209,1215,1302,1315,1401,1408,1515,1515
92,5,113,114,206,209,304,311,408,408,511,511,602,685,704,704,804,805,903,906,1006,1007,1107,1112,1209,1209,1302,1315,1407,1408,1507,1515
95,17,114,114,204,206,306,311,408,408,511,513,602,610,713,713,805,808,903,903,1004,1007,1104,1112,1203,1214,1302,1302,1410,1410,1507,1512
94,9,113,114,204,206,311,311,408,408,511,511,602,602,704,706,801,805,906,906,1006,1006,1112,1112,1209,1214,1302,1315,1408,1410,1507,1515
96,29,113,113,204,275,311,311,408,408,511,513,602,605,713,713,805,808,903,906,1004,1006,1107,1112,1203,1205,1310,1315,1401,1408,1507,1512
95,23,113,113,207,282,311,311,408,408,511,511,602,685,711,713,804,804,903,903,1004,1007,1112,1112,1205,1215,1302,1310,1401,1401,1512,1515
94,9,108,113,207,207,304,306,408,408,511,513,602,685,706,711,804,819,903,903,1004,1006,1104,1112,1209,1215,1302,1302,1401,1410,1512,1515
94,19,112,112,207,209,306,311,408,408,511,511,602,607,706,713,801,819,903,903,1004,1007,1112,1112,1209,1215,1302,1302,1401,1401,1512,1515
92,19,112,114,206,207,309,311,408,408,511,511,602,602,704,704,805,805,903,903,1004,1005,1105,1105,1214,1214,1315,1315,1410,1410,1507,1512
93,11,112,114,204,206,311,311,408,408,511,511,602,685,706,711,805,811,903,903,1006,1007,1112,1112,1209,1215,1302,1310,1401,1408,1507,1515
94,24,113,114,204,209,304,311,408,408,511,511,605,607,711,713,801,805,903,906,1006,1007,1104,1112,1205,1214,1302,1302,1408,1410,1512,1512
93,4,113,113,206,207,304,306,408,408,511,511,602,607,704,706,804,805,903,903,1006,1006,1112,1112,1205,1209,1302,1302,1401,1410,1515,1515
94,9,108,113,204,206,306,311,408,408,511,513,602,685,706,711,819,819,903,906,1004,1006,1112,1112,1209,1215,1302,1310,1410,1410,1512,1515
89,8,108,114,204,207,304,306,408,408,511,513,602,685,706,706,804,819,903,906,1004,1006,1112,1112,1209,1214,1310,1310,1401,1410,1515,1515
94,10,112,114,204,204,311,311,408,408,511,511,602,685,706,711,805,805,906,906,1006,1007,1112,1112,1205,1214,1310,1315,1401,1408,1507,1515
93,4,108,108,207,207,304,304,408,408,511,511,685,685,706,711,804,819,903,903,1006,1007,1104,1112,1209,1214,1302,1310,1401,1410,1515,1515
93,21,113,114,204,209,311,311,408,408,511,513,602,685,704,713,801,805,903,906,1004,1007,1104,1112,1201,1209,1302,1302,1408,1410,1515,1515
8,56,102,114,204,212,304,306,401,408,505,513,602,609,702,704,801,813,906,909,1013,1014,1101,1105,1209,1209,1301,1315,1401,1402,1515,1515
4,57,102,112,204,275,306,311,408,409,505,505,610,611,702,704,801,813,903,906,1005,1014,1101,1112,1201,1204,1312,1312,1401,1410,1507,1515
4,64,108,112,204,204,306,311,410,410,505,511,609,658,702,706,815,815,909,909,1005,1007,1101,1104,1209,1209,1301,1302,1401,1401,1512,1515
7,39,108,114,204,212,304,311,408,410,505,513,602,607,706,711,805,813,906,906,1005,1013,1104,1112,1201,1201,1301,1301,1410,1410,1502,1512
7,52,102,103,207,207,306,311,408,409,505,505,607,610,704,706,813,815,903,906,1004,1014,1104,1104,1201,1204,1302,1312,1401,1401,1507,1509
6,53,108,112,204,204,306,311,401,410,513,513,602,658,702,706,801,813,906,906,1004,1015,1112,1112,1204,1209,1301,1302,1401,1410,1502,1515
6,55,106,113,204,275,304,306,406,408,505,513,602,607,702,711,801,805,906,909,1001,1014,1101,1105,1204,1209,1301,1302,1401,1401,1504,1515
7,35,103,112,204,212,311,311,401,401,513,513,602,610,702,711,813,815,906,906,1005,1005,1104,1105,1201,1214,1301,1302,1407,1410,1502,1507
5,39,108,114,204,212,304,311,406,408,503,513,602,602,706,706,805,813,906,906,1007,1015,1104,1104,1203,1209,1301,1312,1407,1410,1502,1509
8,58,103,103,204,212,306,307,401,406,505,511,601,607,702,711,805,815,906,906,1007,1007,1105,1107,1209,1209,1301,1312,1401,1410,1505,1509
6,35,106,108,204,212,311,311,408,408,512,512,602,607,702,704,801,813,906,906,1013,1013,1105,1112,1201,1214,1302,1312,1401,1401,1502,1515
7,47,103,114,204,204,304,311,406,406,505,513,601,610,704,704,805,813,906,906,1004,1014,1104,1107,1204,1214,1302,1312,1401,1401,1507,1512
4,52,103,112,204,204,307,311,401,408,505,513,602,610,702,704,801,805,909,909,1004,1005,1101,1112,1201,1201,1302,1302,1401,1402,1512,1515
7,36,108,114,204,212,304,311,406,408,503,503,602,611,706,706,805,813,906,906,1005,1015,1104,1104,1209,1209,1301,1301,1410,1410,1509,1509
4,62,102,108,204,212,306,311,408,408,505,513,602,607,704,711,801,813,906,906,1004,1005,1104,1107,1201,1214,1301,1302,1401,1401,1509,1512
8,66,102,108,204,205,306,311,408,408,513,513,607,607,704,711,811,813,906,906,1004,1015,1101,1104,1204,1209,1301,1302,1401,1410,1512,1515
6,36,102,114,204,275,309,311,408,408,505,513,609,611,704,706,805,813,906,906,1001,1013,1104,1105,1201,1203,1301,1301,1401,1410,1502,1515
7,52,108,112,204,207,306,306,408,410,505,513,607,607,702,706,801,805,906,909,1001,1004,1104,1107,1205,1209,1301,1302,1401,1401,1512,1515
8,56,103,103,204,212,307,311,401,410,505,511,601,607,702,704,805,815,906,906,1004,1007,1104,1107,1201,1209,1312,1312,1401,1410,1505,1509
5,65,103,112,204,204,307,311,406,406,505,513,607,607,702,702,801,805,906,906,1001,1004,1104,1107,1204,1209,1301,1302,1401,1401,1504,1512
4,49,103,112,204,212,307,311,401,406,505,505,601,607,706,711,805,805,906,906,1004,1004,1104,1107,1209,1209,1312,1312,1401,1401,1509,1515
4,58,102,112,204,212,306,311,408,410,513,513,602,607,704,711,801,813,906,906,1014,1015,1101,1104,1201,1214,1302,1302,1401,1410,1512,1512
47,39,103,108,204,204,309,309,401,401,505,512,601,610,702,702,801,805,906,906,1007,1007,1107,1112,1201,1201,1302,1312,1401,1401,1509,1509
41,41,102,106,204,206,311,311,408,408,511,512,601,601,706,708,801,811,903,909,1005,1007,1101,1107,1209,1209,1301,1302,1401,1410,1504,1509
48,50,112,112,205,206,311,311,401,408,512,513,602,610,708,711,813,813,906,906,1005,1007,1104,1107,1201,1209,1301,1302,1402,1403,1507,1512
51,53,103,108,204,275,309,311,406,408,513,513,602,602,704,704,801,805,903,906,1004,1005,1101,1105,1205,1209,1302,1312,1407,1407,1502,1579
46,47,103,112,204,204,311,311,408,408,513,513,602,607,704,706,801,805,906,906,1007,1013,1101,1104,1201,1214,1302,1315,1401,1407,1504,1579
44,52,106,106,204,212,309,311,408,410,511,513,602,610,702,706,811,815,906,906,1007,1015,1105,1105,1201,1209,1302,1302,1401,1407,1507,1512
41,36,113,113,212,212,304,311,401,410,513,513,602,610,710,711,805,813,906,906,1004,1005,1101,1105,1201,1214,1302,1302,1401,1401,1502,1579
46,41,103,108,212,275,311,311,406,408,511,513,602,602,702,704,801,805,903,906,1007,1015,1101,1104,1201,1214,1302,1302,1401,1410,1512,1579
40,35,108,114,204,212,309,311,401,408,511,513,601,611,702,710,805,811,906,909,1001,1004,1107,1107,1201,1206,1302,1315,1401,1407,1504,1515
43,40,103,113,206,212,309,311,408,410,513,513,602,610,706,710,801,805,906,906,1001,1005,1104,1104,1201,1203,1302,1302,1401,1407,1579,1579
51,49,113,114,204,207,311,311,408,408,505,513,611,685,706,710,801,805,906,906,1001,1001,1104,1107,1209,1214,1301,1302,1401,1401,1515,1515
42,36,103,113,204,212,304,304,401,408,513,513,602,602,702,704,815,815,906,909,1005,1007,1104,1107,1201,1201,1302,1302,1401,1407,1504,1504
42,39,103,106,212,275,309,311,405,408,512,513,607,610,710,711,801,801,906,909,1001,1005,1107,1107,1201,1203,1302,1302,1401,1407,1579,1579
55,63,103,112,204,212,309,311,406,410,512,513,602,602,706,710,801,811,906,906,1004,1015,1105,1105,1201,1201,1302,1312,1401,1410,1504,1515
45,42,113,113,204,212,311,311,401,408,513,513,610,610,706,706,801,811,903,906,1005,1005,1107,1107,1201,1201,1302,1302,1401,1401,1507,1509
40,38,103,112,206,212,304,311,401,410,513,513,601,602,702,704,801,813,906,906,1005,1005,1101,1107,1201,1201,1301,1302,1401,1410,1502,1507
56,67,108,108,204,212,311,311,406,408,512,513,601,602,702,711,811,815,903,906,1001,1007,1105,1107,1214,1214,1302,1312,1401,1401,1502,1579
46,36,108,113,204,206,304,311,408,410,505,505,602,610,702,710,801,805,906,906,1005,1007,1104,1107,1201,1201,1301,1312,1407,1410,1504,1504
55,63,108,113,204,212,311,311,405,406,511,513,602,610,702,710,801,801,906,915,1005,1015,1107,1107,1201,1214,1302,1302,1401,1402,1502,1502
44,52,103,114,212,212,311,311,408,409,513,513,602,611,706,710,801,805,903,915,1005,1015,1105,1107,1209,1209,1302,1312,1401,1402,1507,1579
52,66,102,103,204,275,304,311,406,408,513,513,602,611,704,706,801,805,906,906,1004,1007,1107,1112,1201,1209,1302,1312,1401,1410,1502,1515
50,53,103,114,212,212,311,311,406,408,512,513,601,601,706,706,801,815,906,906,1005,1005,1104,1107,1201,1201,1301,1302,1407,1407,1502,1509
94,43,103,114,204,275,304,311,401,410,513,513,602,602,706,711,801,805,903,903,1004,1015,1107,1107,1201,1214,1315,1315,1410,1410,1512,1515
91,49,113,114,204,275,304,311,401,406,513,513,602,607,704,706,801,801,903,906,1004,1006,1107,1112,1201,1209,1302,1302,1410,1410,1502,1515
92,54,103,113,204,204,311,311,401,408,513,513,607,610,702,706,801,804,906,906,1007,1015,1104,1112,1201,1214,1302,1315,1407,1408,1512,1512
93,65,103,113,206,212,311,311,406,408,511,513,602,602,704,713,801,804,906,906,1004,1007,1107,1112,1206,1209,1301,1302,1407,1410,1515,1579
94,43,112,114,207,209,311,311,401,408,511,511,602,607,706,711,801,805,906,906,1006,1007,1104,1112,1203,1209,1302,1302,1408,1408,1507,1507
91,61,103,114,204,275,311,311,401,410,505,513,602,610,704,704,805,819,903,906,1007,1015,1101,1107,1209,1209,1302,1302,1407,1408,1502,1579
94,53,103,113,204,206,311,311,408,408,511,513,602,610,711,711,801,804,906,915,1001,1007,1104,1104,1201,1203,1302,1315,1410,1410,1507,1512
92,36,113,113,204,206,304,311,406,408,512,513,602,607,706,711,808,819,906,906,1004,1007,1104,1112,1201,1209,1302,1315,1408,1410,1512,1515
88,65,103,103,204,207,309,309,408,408,511,512,602,607,706,713,811,815,903,903,1007,1013,1104,1107,1201,1209,1302,1315,1408,1410,1502,1512
95,47,113,113,204,207,311,311,401,406,513,513,602,602,702,711,801,805,903,909,1004,1006,1104,1105,1209,1215,1302,1315,1408,1410,1515,1515
93,57,112,114,204,206,311,311,408,410,505,513,602,685,708,711,804,819,906,906,1006,1015,1104,1112,1201,1203,1302,1302,1402,1408,1502,1512
89,61,103,114,204,206,304,311,406,408,505,511,602,602,704,711,805,815,903,906,1007,1015,1104,1112,1209,1214,1302,1302,1407,1410,1507,1512
92,55,113,114,206,207,306,311,401,408,511,513,602,602,702,713,801,805,906,906,1004,1006,1107,1112,1209,1209,1302,1310,1410,1410,1504,1515
92,67,108,114,204,205,311,311,401,406,511,513,601,602,702,704,805,811,906,906,1004,1007,1105,1107,1203,1214,1302,1302,1408,1410,1507,1512
93,66,113,113,204,212,311,311,406,408,513,513,602,607,702,706,805,805,906,906,1001,1006,1102,1105,1203,1214,1302,1302,1401,1410,1504,1507
88,65,108,113,206,207,309,311,406,408,511,512,602,607,702,706,805,819,903,903,1004,1013,1107,1107,1201,1209,1315,1315,1408,1410,1502,1512
96,43,113,113,204,207,311,311,408,408,511,513,602,602,706,713,805,805,903,903,1006,1006,1107,1112,1201,1205,1302,1302,1401,1410,1507,1512
95,56,108,114,204,206,309,311,408,410,513,513,605,685,704,706,805,811,903,903,1004,1006,1107,1107,1203,1206,1302,1310,1401,1407,1512,1515
94,64,113,114,207,207,311,311,401,401,513,513,602,685,706,711,801,815,906,906,1004,1015,1105,1105,1201,1214,1315,1315,1401,1401,1507,1509
96,38,113,113,207,275,311,311,406,408,511,513,602,605,704,706,801,805,903,906,1007,1007,1107,1112,1214,1215,1302,1302,1408,1408,1507,1512
90,56,113,114,206,206,309,311,406,408,513,513,602,607,706,711,805,805,903,906,1004,1006,1104,1107,1206,1214,1302,1302,1408,1408,1512,1512
96,42,103,114,204,206,304,311,406,408,511,513,602,602,706,711,805,819,903,906,1004,1015,1107,1107,1201,1214,1315,1315,1408,1410,1507,1515
8,88,103,112,204,207,304,306,408,408,505,513,602,607,704,711,813,815,906,906,1001,1004,1105,1112,1204,1209,1301,1302,1401,1410,1504,1515
6,90,108,112,204,207,311,311,408,409,505,513,607,609,702,704,813,813,909,909,1004,1015,1101,1107,1209,1209,1301,1302,1401,1401,1512,1515
6,90,106,108,204,207,307,307,408,408,505,513,609,609,704,711,801,805,906,906,1007,1013,1101,1105,1201,1209,1302,1302,1401,1410,1509,1515
6,89,103,112,204,207,306,307,408,408,505,513,607,609,704,706,801,813,906,906,1001,1015,1104,1107,1204,1209,1302,1302,1401,1401,1504,1512
6,90,103,103,204,204,306,311,401,406,505,505,607,697,704,704,805,813,906,909,1001,1015,1107,1112,1209,1214,1301,1302,1401,1401,1512,1512
7,80,108,112,204,207,306,306,408,410,513,513,607,607,702,711,813,815,906,909,1001,1001,1104,1107,1204,1209,1301,1301,1401,1410,1512,1515
6,77,103,112,204,207,306,311,408,408,505,513,602,609,704,706,813,815,906,909,1001,1015,1101,1101,1204,1205,1302,1302,1401,1410,1512,1512
5,85,103,113,204,204,311,311,406,406,505,511,607,658,704,711,805,813,909,909,1001,1015,1112,1112,1204,1214,1301,1312,1401,1401,1512,1512
4,70,102,103,204,204,306,306,408,408,511,513,602,607,702,711,805,805,906,909,1004,1015,1101,1112,1201,1209,1301,1315,1402,1410,1502,1504
6,90,112,112,204,204,304,307,408,408,505,513,607,609,704,711,801,813,906,906,1004,1007,1104,1107,1205,1209,1302,1302,1401,1410,1504,1512
6,77,103,108,207,212,304,311,408,409,513,513,602,609,702,704,805,813,906,906,1004,1005,1104,1112,1204,1206,1301,1302,1401,1410,1504,1504
5,85,103,112,204,204,306,311,406,408,511,513,607,607,702,711,813,815,906,906,1015,1015,1101,1112,1204,1209,1301,1312,1401,1401,1512,1512
5,85,102,113,204,204,306,311,406,406,505,511,607,658,704,704,805,813,906,909,1015,1015,1107,1112,1204,1209,1302,1312,1401,1401,1512,1512
11,84,106,106,204,205,311,311,406,408,505,513,602,602,704,711,813,813,906,909,1001,1004,1101,1101,1209,1209,1301,1301,1401,1401,1504,1504
4,79,102,102,204,207,304,307,408,408,505,513,607,609,704,711,805,813,906,906,1001,1013,1112,1112,1201,1209,1302,1312,1401,1410,1509,1579
7,69,102,102,207,212,304,311,408,410,505,513,658,697,702,711,813,813,906,906,1001,1007,1112,1112,1205,1256,1302,1312,1401,1410,1509,1579
7,80,103,112,204,207,306,311,401,408,513,513,602,609,704,706,805,815,906,906,1001,1015,1101,1101,1204,1205,1301,1302,1401,1402,1512,1512
6,89,103,108,204,204,311,311,406,408,505,505,602,607,702,704,805,813,906,909,1007,1015,1101,1104,1209,1214,1301,1301,1401,1410,1504,1515
9,86,112,112,204,207,306,306,406,409,505,513,602,609,704,711,813,815,906,906,1001,1004,1104,1105,1205,1209,1301,1302,1401,1401,1512,1515
7,74,102,103,204,204,306,307,406,408,505,513,607,609,704,711,805,813,906,909,1015,1015,1101,1101,1209,1214,1301,1302,1401,1401,1512,1512
6,90,103,113,204,205,306,311,406,406,513,513,607,607,704,711,813,813,906,906,1004,1004,1101,1107,1209,1209,1301,1302,1401,1401,1504,1504
4,74,112,112,204,204,306,311,406,406,503,513,607,607,711,711,813,815,906,909,1007,1015,1105,1112,1201,1209,1302,1312,1401,1401,1512,1512
59,88,103,108,205,212,309,311,406,406,511,513,601,602,702,706,801,805,903,906,1001,1013,1101,1112,1201,1201,1302,1315,1410,1410,1579,1579
66,94,108,114,204,212,311,311,408,408,512,513,602,602,706,708,801,801,903,906,1007,1007,1104,1105,1214,1214,1301,1301,1401,1401,1507,1515
59,74,103,108,204,204,309,311,401,408,513,513,601,610,702,711,801,811,906,906,1015,1015,1104,1107,1201,1201,1302,1302,1401,1407,1512,1515
60,72,102,108,204,204,311,311,405,408,513,513,602,658,706,706,801,815,906,906,1007,1013,1105,1112,1201,1214,1301,1315,1401,1407,1509,1509
65,79,103,114,204,204,309,311,401,408,513,513,602,602,706,706,805,815,903,909,1001,1007,1107,1112,1201,1209,1301,1315,1407,1410,1502,1515
57,85,108,114,204,205,311,311,401,408,513,513,602,611,706,711,815,815,903,906,1013,1013,1112,1112,1201,1209,1302,1315,1407,1410,1509,1515
50,72,103,114,212,212,304,311,410,410,513,513,607,610,702,702,801,815,906,906,1007,1007,1112,1112,1205,1206,1315,1315,1401,1402,1509,1509
60,87,112,114,212,212,309,311,406,406,511,513,601,602,702,706,801,805,906,909,1001,1004,1105,1107,1209,1214,1302,1315,1410,1410,1515,1579
57,79,108,108,204,275,309,311,408,408,511,513,602,607,702,711,801,815,906,906,1007,1015,1104,1107,1214,1215,1302,1302,1407,1410,1502,1507
56,75,112,114,205,275,309,311,406,406,511,513,601,601,702,706,801,805,903,906,1001,1004,1107,1112,1209,1214,1302,1315,1410,1410,1515,1579
52,68,102,103,204,204,311,311,408,408,505,513,602,685,706,706,801,805,906,906,1004,1007,1107,1112,1201,1201,1302,1312,1402,1410,1504,1512
66,83,108,114,204,205,302,311,401,410,505,511,601,607,704,708,804,805,906,906,1013,1015,1102,1104,1201,1209,1302,1302,1401,1401,1515,1515
55,81,102,103,275,275,311,311,408,408,505,511,602,611,706,706,805,805,906,906,1005,1015,1107,1112,1209,1209,1302,1302,1401,1401,1507,1579
59,71,103,108,205,275,304,311,408,408,513,513,602,607,702,706,801,815,906,906,1007,1007,1107,1107,1214,1214,1302,1302,1401,1410,1502,1579
61,80,102,106,204,204,309,309,401,405,511,511,602,685,702,706,801,805,906,906,1007,1013,1102,1107,1214,1214,1302,1302,1401,1401,1502,1512
60,89,108,112,204,212,309,309,406,408,511,513,601,602,702,706,805,811,903,909,1001,1007,1101,1101,1201,1201,1301,1312,1401,1410,1515,1515
66,80,102,108,204,204,309,311,409,410,513,513,602,602,702,706,801,805,906,906,1004,1007,1105,1105,1209,1209,1301,1302,1401,1407,1504,1509
57,84,108,114,204,207,311,311,408,408,513,513,602,607,706,711,801,813,903,906,1015,1015,1112,1112,1205,1215,1302,1315,1407,1410,1509,1515
55,76,106,112,204,204,309,311,401,408,511,511,601,610,702,711,811,811,906,906,1015,1015,1104,1105,1201,1206,1302,1302,1401,1410,1502,1504
50,72,106,114,205,205,311,311,410,410,513,513,607,611,702,706,801,815,906,906,1013,1013,1107,1112,1206,1209,1315,1315,1402,1407,1509,1509
64,93,102,103,212,275,311,311,406,408,505,505,602,607,702,702,801,811,906,906,1005,1007,1104,1107,1201,1214,1301,1302,1407,1407,1515,1515
60,72,102,108,204,212,309,311,408,409,505,513,602,658,706,711,801,805,906,906,1007,1007,1112,1112,1201,1209,1301,1302,1401,1407,1509,1515
82,83,108,114,206,207,311,311,405,408,512,513,602,609,702,706,805,808,906,915,1006,1007,1107,1112,1214,1214,1302,1315,1410,1410,1512,1579
84,77,108,112,206,212,311,311,401,408,511,513,602,610,704,706,805,819,906,909,1004,1013,1105,1112,1201,1201,1302,1315,1401,1401,1504,1507
84,79,113,114,204,207,309,311,408,410,511,513,602,685,702,706,801,811,906,906,1013,1013,1102,1104,1214,1214,1302,1302,1407,1410,1502,1515
