"x","y","LOC1a","LOC1b","LOC2a","LOC2b","LOC3a","LOC3b","LOC4a","LOC4b","LOC5a","LOC5b","LOC6a","LOC6b","LOC7a","LOC7b","LOC8a","LOC8b","LOC9a","LOC9b","LOC10a","LOC10b","LOC11a","LOC11b","LOC12a","LOC12b","LOC13a","LOC13b","LOC14a","LOC14b","LOC15a","LOC15b"
74,25,107,108,207,209,311,311,407,407,505,505,607,609,709,712,806,817,908,908,1006,1006,1104,1104,1203,1203,1311,1311,1406,1406,1512,1512
88,6,107,108,204,204,305,305,407,409,505,505,614,614,714,715,807,808,909,909,1006,1006,1106,1106,1207,1207,1311,1311,1405,1406,1508,1508
82,16,108,108,209,210,305,311,402,407,505,505,609,614,710,715,804,807,905,909,1006,1010,1107,1107,1201,1203,1311,1312,1405,1406,1501,1512
88,31,107,108,204,204,305,311,402,407,505,505,607,609,710,712,806,807,905,905,1010,1010,1107,1107,1203,1213,1311,1312,1406,1407,1501,1501
92,6,108,108,204,204,305,311,407,407,505,505,609,614,712,715,807,808,909,909,1006,1006,1106,1107,1207,1213,1308,1311,1406,1406,1508,1571
69,7,108,108,207,207,305,311,404,407,505,505,613,614,710,714,810,812,908,908,1006,1006,1106,1107,1201,1203,1308,1308,1405,1405,1511,1512
83,28,108,108,204,207,311,365,408,409,506,506,614,614,710,712,804,807,906,908,1004,1010,1106,1107,1201,1203,1312,1312,1406,1406,1501,1508
89,8,107,108,204,204,305,311,407,407,505,505,607,614,710,715,806,806,902,908,1006,1006,1104,1109,1201,1201,1308,1308,1406,1446,1509,1571
96,9,108,108,207,209,305,311,402,407,506,506,607,613,710,710,804,806,902,902,1006,1006,1106,1107,1210,1210,1311,1311,1405,1406,1508,1512
72,25,108,108,204,209,311,311,407,407,505,505,607,609,709,712,806,817,908,908,1006,1006,1104,1104,1203,1203,1308,1311,1406,1446,1512,1512
88,7,108,113,204,209,305,311,402,407,505,506,609,614,710,715,806,806,902,909,1004,1010,1104,1106,1203,1210,1311,1312,1403,1446,1511,1571
89,12,107,108,207,209,311,311,404,407,505,506,609,614,710,710,806,808,905,909,1006,1010,1104,1107,1203,1215,1311,1311,1406,1446,1501,1508
84,26,107,108,204,209,310,311,407,407,505,506,607,613,710,710,806,807,905,905,1006,1010,1107,1107,1203,1207,1311,1312,1405,1407,1501,1513
79,20,108,113,204,207,305,305,407,407,505,505,609,609,710,710,807,811,908,909,1006,1006,1106,1109,1201,1203,1311,1311,1405,1406,1511,1512
18,61,107,112,204,207,305,305,404,404,505,506,604,613,710,710,806,812,902,906,1004,1006,1107,1107,1203,1213,1308,1312,1406,1406,1511,1513
33,50,108,113,204,210,311,311,407,409,505,506,613,613,707,715,806,806,906,908,1006,1010,1107,1107,1213,1215,1311,1311,1406,1406,1501,1513
2,40,108,113,204,204,311,311,407,409,505,506,614,614,710,710,806,807,908,909,1006,1006,1106,1106,1203,1213,1310,1312,1406,1406,1512,1512
15,59,108,113,204,210,311,311,407,409,505,506,613,613,707,712,806,806,906,908,1006,1010,1106,1107,1213,1215,1310,1311,1406,1406,1501,1513
5,37,107,113,204,215,303,311,407,409,505,505,604,614,709,715,806,806,902,908,1006,1006,1106,1109,1207,1207,1312,1312,1406,1407,1512,1571
27,40,108,108,210,215,305,311,407,409,505,506,613,614,709,715,807,812,902,908,1004,1004,1106,1109,1213,1215,1312,1312,1405,1406,1512,1571
29,64,108,113,207,207,311,311,402,404,505,505,613,614,707,710,806,812,905,909,1006,1010,1107,1107,1203,1207,1310,1310,1406,1406,1501,1513
25,38,108,108,204,207,305,311,404,409,505,506,614,614,710,715,806,812,908,909,1006,1010,1104,1109,1203,1203,1310,1314,1406,1406,1512,1512
15,54,108,108,207,207,311,311,407,409,506,506,613,613,710,712,806,806,902,908,1004,1006,1104,1107,1213,1213,1311,1312,1406,1406,1501,1501
28,45,108,113,207,215,305,311,407,409,506,506,613,613,707,710,808,808,902,908,1006,1010,1107,1109,1203,1210,1312,1314,1406,1407,1501,1571
18,45,108,108,204,207,311,311,404,407,505,505,614,614,710,715,806,812,902,908,1004,1010,1106,1107,1213,1213,1310,1311,1406,1406,1512,1513
28,43,107,108,207,207,305,311,409,409,505,505,613,614,710,715,804,812,902,908,1006,1006,1106,1106,1201,1213,1312,1312,1406,1406,1513,1571
2,60,108,112,207,207,311,311,407,409,505,506,613,614,707,712,806,812,902,902,1003,1003,1107,1109,1201,1213,1310,1311,1406,1406,1511,1511
33,47,112,112,207,207,305,311,402,407,506,506,614,650,707,710,807,807,908,909,1003,1006,1106,1107,1203,1213,1311,1312,1406,1407,1501,1511
31,45,108,108,207,207,305,311,407,407,505,505,613,614,710,710,804,808,902,908,1006,1010,1106,1107,1201,1203,1312,1312,1406,1406,1508,1512
8,38,108,108,204,207,303,311,407,409,505,506,613,614,710,710,806,807,908,908,1006,1010,1106,1106,1201,1203,1311,1312,1406,1407,1501,1512
27,57,112,168,207,207,305,311,404,407,506,506,607,613,707,712,806,807,902,906,1010,1010,1107,1109,1203,1203,1310,1311,1406,1406,1511,1513
12,67,107,108,207,207,305,311,404,407,506,506,614,614,710,712,806,806,902,908,1006,1010,1104,1109,1203,1213,1310,1310,1405,1406,1501,1511
33,66,112,113,204,207,305,311,402,407,505,506,613,614,712,712,806,806,908,909,1006,1006,1107,1107,1203,1210,1311,1311,1406,1406,1512,1512
18,67,107,108,204,209,303,311,409,409,505,506,607,614,707,710,806,812,902,909,1003,1010,1104,1107,1213,1215,1311,1312,1406,1406,1501,1511
24,46,108,112,207,207,305,311,407,407,505,506,613,614,707,710,804,812,902,902,1006,1010,1106,1107,1213,1213,1311,1311,1406,1406,1501,1511
32,48,108,112,207,207,311,311,407,407,505,506,613,614,710,712,806,807,908,909,1006,1010,1107,1109,1203,1213,1311,1311,1406,1406,1511,1511
50,56,112,112,204,207,311,311,404,407,505,506,614,614,707,710,806,806,908,909,1003,1010,1104,1109,1203,1211,1311,1312,1406,1406,1511,1513
58,64,108,108,204,204,305,311,402,409,505,505,609,613,710,715,806,807,908,909,1006,1006,1107,1107,1213,1215,1310,1312,1405,1406,1509,1512
35,45,107,108,207,215,311,311,407,409,505,506,613,614,710,710,804,804,908,909,1003,1006,1104,1107,1203,1210,1312,1312,1406,1406,1508,1508
65,41,108,108,207,209,310,311,407,409,505,505,613,614,707,712,807,807,908,909,1004,1006,1107,1107,1213,1215,1311,1312,1405,1407,1508,1512
58,65,107,113,204,209,305,305,407,409,505,505,613,614,707,710,806,810,905,905,1006,1010,1107,1107,1203,1213,1312,1312,1403,1403,1501,1512
54,58,107,108,207,207,311,311,404,404,505,506,613,614,707,710,806,806,902,909,1004,1006,1107,1107,1207,1213,1311,1312,1405,1406,1501,1512
43,67,108,108,207,207,311,311,407,409,505,505,607,614,707,707,806,807,902,906,1006,1010,1106,1107,1210,1213,1311,1312,1406,1406,1511,1512
46,44,108,108,207,215,305,311,409,409,505,506,613,614,710,715,804,807,902,908,1003,1006,1104,1106,1201,1213,1312,1312,1406,1407,1513,1571
63,38,108,108,204,207,305,310,407,409,505,505,609,609,710,710,807,817,905,908,1004,1006,1104,1106,1207,1215,1308,1312,1406,1407,1501,1501
52,43,108,108,207,207,311,311,404,407,506,506,614,614,710,710,806,808,908,908,1006,1010,1107,1107,1201,1201,1308,1308,1405,1406,1511,1511
34,47,107,112,207,207,311,311,407,407,506,506,609,614,707,710,806,807,902,908,1010,1010,1106,1107,1203,1215,1311,1312,1406,1407,1511,1512
39,55,107,112,204,209,305,311,407,407,506,506,614,614,709,715,806,806,902,906,1006,1006,1106,1107,1207,1210,1308,1308,1406,1407,1501,1511
34,41,107,108,204,215,303,305,409,409,505,505,613,614,709,712,806,807,902,908,1006,1006,1106,1109,1201,1203,1312,1312,1406,1407,1501,1512
46,52,108,108,204,207,305,311,404,407,505,506,614,614,709,710,806,806,908,909,1004,1010,1106,1107,1203,1203,1308,1310,1406,1406,1501,1511
46,46,108,113,204,207,305,311,407,409,505,505,613,613,709,710,804,810,908,908,1006,1010,1104,1107,1203,1215,1312,1312,1406,1446,1512,1512
41,56,108,108,204,207,311,311,407,407,505,506,604,614,710,715,806,812,908,909,1003,1006,1106,1107,1203,1213,1308,1308,1406,1406,1511,1513
66,53,108,113,204,204,305,305,404,409,505,505,613,614,707,710,806,806,908,908,1006,1010,1104,1107,1207,1215,1311,1312,1403,1446,1511,1512
47,61,107,108,204,207,305,311,407,409,506,506,607,613,707,710,804,806,909,909,1004,1004,1107,1107,1203,1213,1311,1311,1405,1406,1513,1513
35,46,108,108,204,207,303,311,407,409,505,506,613,614,710,714,804,812,908,909,1004,1006,1106,1107,1201,1210,1312,1312,1407,1407,1501,1571
57,67,108,108,204,207,310,311,404,407,505,505,609,613,710,710,804,808,905,905,1010,1010,1106,1107,1207,1213,1311,1312,1403,1406,1511,1571
59,50,113,113,209,209,305,311,407,409,505,506,613,613,714,715,804,806,908,908,1004,1006,1104,1107,1201,1207,1311,1312,1407,1407,1509,1511
34,50,108,108,204,207,311,311,404,407,505,505,607,607,710,715,806,806,902,902,1006,1010,1106,1107,1213,1215,1311,1312,1406,1406,1511,1511
79,46,107,108,207,207,305,311,402,407,505,505,607,609,710,710,806,806,902,902,1006,1006,1107,1107,1210,1213,1312,1312,1405,1446,1508,1512
79,65,108,168,204,207,311,311,407,407,506,506,613,614,710,715,806,806,905,905,1010,1010,1107,1107,1207,1215,1308,1311,1406,1407,1509,1512
84,65,108,113,204,207,303,305,404,409,505,506,609,613,710,710,807,817,905,909,1006,1010,1107,1107,1207,1213,1310,1311,1405,1446,1509,1571
82,38,107,108,207,209,305,310,407,409,505,505,609,613,707,710,806,807,905,908,1006,1006,1107,1107,1210,1213,1311,1312,1405,1406,1508,1511
89,43,108,113,204,209,311,311,404,407,505,506,609,609,710,715,806,817,909,909,1006,1006,1104,1107,1207,1207,1308,1311,1405,1405,1508,1511
83,56,108,108,204,207,303,310,402,407,505,505,609,613,710,710,804,804,905,909,1004,1010,1106,1107,1207,1215,1310,1311,1407,1407,1501,1511
72,41,107,108,207,209,310,311,407,407,505,506,607,609,710,710,807,807,906,909,1003,1006,1107,1109,1207,1213,1311,1312,1405,1406,1501,1501
71,52,108,108,207,209,310,365,404,407,505,505,613,613,710,710,804,807,905,908,1006,1010,1107,1107,1215,1215,1311,1312,1406,1406,1508,1509
75,65,108,113,204,204,305,311,407,409,505,505,609,614,710,710,806,807,902,905,1006,1006,1104,1106,1210,1213,1311,1311,1403,1405,1501,1501
95,35,107,108,204,209,310,311,407,407,505,515,607,613,709,712,807,811,905,905,1010,1010,1107,1109,1201,1210,1311,1311,1407,1407,1501,1511
81,50,108,113,207,209,310,311,402,409,505,505,609,613,707,710,804,811,908,908,1006,1010,1106,1107,1201,1215,1311,1312,1446,1446,1501,1512
85,49,108,168,207,209,310,311,402,409,505,505,613,613,710,710,804,811,908,909,1006,1010,1106,1107,1201,1215,1311,1312,1406,1446,1501,1512
68,55,108,108,204,204,305,311,407,407,505,505,613,614,707,710,804,806,908,908,1006,1010,1107,1107,1207,1215,1311,1312,1403,1446,1508,1511
75,60,107,108,207,209,305,311,402,408,505,505,609,613,710,710,804,817,902,909,1004,1006,1106,1107,1210,1213,1311,1312,1406,1446,1512,1512
92,36,107,108,204,209,305,365,402,409,505,505,609,614,707,712,807,811,905,909,1006,1006,1104,1107,1210,1213,1308,1308,1406,1446,1511,1511
72,65,108,113,204,204,311,365,402,402,505,506,609,609,707,710,804,807,905,908,1004,1006,1107,1107,1201,1203,1308,1312,1406,1406,1511,1511
91,61,107,108,204,204,305,311,407,407,505,505,614,614,710,710,804,806,908,908,1006,1010,1104,1107,1207,1207,1312,1312,1406,1406,1511,1511
81,62,107,108,207,209,311,311,402,407,505,505,607,609,707,710,817,817,908,908,1004,1006,1104,1104,1203,1210,1308,1312,1406,1446,1511,1571
70,65,108,113,204,207,311,311,407,407,505,506,613,614,710,710,806,806,905,908,1004,1010,1104,1104,1210,1215,1308,1311,1406,1407,1512,1512
71,54,108,108,204,204,311,311,407,409,505,505,609,613,707,710,811,817,905,908,1003,1006,1104,1106,1203,1207,1308,1312,1405,1406,1512,1571
74,66,107,108,209,209,311,365,404,409,505,506,609,613,710,712,806,806,905,908,1006,1010,1107,1107,1201,1210,1308,1312,1403,1446,1501,1501
88,49,107,108,204,204,305,305,402,409,505,506,609,609,710,712,811,817,905,909,1006,1006,1107,1107,1207,1213,1310,1312,1406,1406,1501,1511
18,95,108,108,207,207,311,311,404,407,506,506,604,607,710,715,804,812,908,908,1003,1006,1106,1107,1215,1215,1311,1311,1406,1406,1512,1513
13,76,108,112,207,207,305,311,404,407,505,506,607,607,707,712,804,806,908,909,1004,1004,1106,1107,1203,1203,1310,1312,1406,1406,1511,1511
20,85,108,108,204,204,311,311,404,407,505,506,614,614,707,709,804,806,908,909,1004,1010,1107,1107,1203,1210,1308,1310,1406,1406,1501,1511
24,82,108,112,207,207,311,311,407,407,505,506,613,614,710,710,806,806,902,908,1003,1010,1107,1109,1213,1213,1310,1311,1406,1406,1512,1513
32,70,108,108,207,207,311,311,404,409,505,506,614,614,710,712,806,807,909,909,1003,1006,1107,1107,1207,1215,1310,1311,1406,1406,1501,1513
2,79,108,108,204,207,311,311,404,409,505,506,614,614,707,709,804,806,909,909,1004,1010,1106,1107,1203,1215,1308,1310,1406,1406,1511,1513
11,84,108,108,207,207,305,311,404,404,506,506,607,614,710,712,806,807,908,908,1003,1004,1106,1107,1203,1213,1310,1312,1406,1406,1513,1513
16,77,108,108,207,207,305,311,407,407,506,506,609,614,707,712,806,806,908,909,1003,1003,1106,1107,1203,1213,1311,1311,1406,1406,1511,1513
21,84,112,112,204,207,305,311,402,402,505,505,613,614,707,710,806,806,908,909,1003,1010,1107,1107,1201,1210,1311,1311,1406,1406,1512,1512
21,96,108,108,207,207,311,311,404,407,506,506,604,614,709,710,806,806,908,909,1003,1010,1107,1107,1201,1215,1311,1311,1406,1406,1511,1513
11,87,108,112,207,207,311,311,402,407,505,506,614,614,710,710,812,817,908,909,1003,1006,1104,1107,1201,1201,1311,1311,1406,1406,1512,1513
31,68,108,112,207,207,305,311,407,409,505,506,613,614,707,714,806,812,902,909,1003,1006,1107,1107,1203,1210,1310,1311,1406,1406,1501,1512
15,74,108,113,207,207,311,311,407,407,506,506,604,614,707,712,804,807,908,908,1004,1004,1106,1107,1207,1213,1311,1311,1406,1406,1512,1512
7,90,108,108,207,207,311,311,404,407,506,506,614,614,710,710,804,812,908,909,1003,1006,1106,1107,1201,1215,1311,1314,1406,1406,1501,1512
30,82,108,112,207,207,311,311,404,407,505,506,613,614,709,710,806,806,902,909,1003,1004,1107,1109,1207,1213,1310,1310,1403,1405,1511,1513
7,71,108,108,207,207,311,311,402,402,506,506,604,614,710,715,806,812,909,909,1006,1006,1107,1107,1215,1215,1308,1311,1406,1406,1513,1513
27,83,107,108,204,207,311,311,407,409,505,505,604,613,710,712,806,812,905,908,1006,1010,1107,1107,1201,1213,1310,1311,1406,1406,1512,1513
4,92,108,108,204,207,305,311,407,407,505,506,607,614,712,712,806,817,908,908,1004,1010,1107,1107,1201,1213,1311,1311,1405,1406,1512,1571
22,89,108,108,204,207,303,311,407,407,506,506,613,614,710,710,804,806,906,908,1004,1006,1106,1107,1207,1213,1311,1311,1406,1406,1512,1512
17,68,108,112,204,207,311,311,407,407,505,506,614,614,707,710,806,811,909,909,1004,1010,1107,1107,1203,1210,1308,1311,1406,1406,1501,1513
19,73,108,112,207,207,305,305,407,407,505,506,613,614,710,710,806,806,906,909,1010,1010,1107,1107,1207,1213,1310,1311,1406,1406,1501,1513
22,85,108,108,207,209,311,311,404,407,505,505,613,614,710,710,806,806,906,908,1006,1010,1106,1107,1203,1215,1311,1311,1406,1406,1501,1511
51,70,108,108,207,207,311,311,404,409,505,506,614,650,707,715,806,806,909,909,1003,1010,1106,1106,1203,1215,1308,1311,1406,1406,1511,1511
49,77,108,108,207,207,311,311,409,409,505,506,613,650,712,715,806,806,909,909,1003,1010,1106,1106,1213,1215,1308,1310,1406,1406,1511,1511
45,95,108,108,204,207,311,311,407,407,506,506,607,614,712,712,806,807,908,908,1004,1010,1107,1107,1201,1213,1308,1310,1406,1406,1511,1571
36,72,108,112,207,207,305,311,407,409,505,506,604,613,707,714,806,812,902,906,1006,1010,1107,1107,1207,1213,1310,1310,1406,1406,1512,1513
35,92,108,112,207,207,311,311,407,407,505,506,609,613,710,714,806,806,905,909,1006,1010,1107,1109,1213,1213,1311,1312,1406,1406,1501,1511
38,93,108,108,204,207,305,311,407,407,506,506,613,614,710,712,806,806,908,909,1003,1006,1107,1107,1203,1203,1308,1311,1406,1406,1513,1513
56,68,107,113,207,209,303,311,407,407,505,506,609,609,710,715,804,806,908,908,1004,1010,1107,1109,1201,1207,1308,1310,1406,1406,1511,1511
65,94,107,108,207,209,311,311,409,412,505,506,609,614,707,712,806,812,909,909,1006,1010,1106,1107,1203,1213,1310,1311,1405,1406,1511,1513
56,76,108,112,204,207,310,311,407,407,505,505,607,613,710,714,806,812,906,909,1004,1006,1107,1107,1201,1213,1310,1311,1406,1406,1501,1511
47,80,108,108,204,207,305,311,404,407,505,505,607,614,707,712,806,807,906,908,1010,1010,1104,1107,1210,1213,1310,1311,1406,1406,1512,1571
35,98,108,112,204,207,311,311,404,407,505,506,614,614,712,712,804,807,908,909,1003,1004,1107,1107,1201,1203,1310,1310,1406,1406,1511,1513
47,73,108,112,204,207,311,311,404,407,505,506,614,614,707,710,806,806,908,909,1003,1006,1104,1106,1203,1211,1311,1312,1406,1406,1513,1513
37,81,108,108,207,207,305,311,407,409,506,506,614,614,709,712,806,806,902,906,1004,1006,1107,1107,1201,1210,1311,1312,1406,1406,1511,1513
47,76,108,108,204,210,311,311,404,404,505,505,613,650,710,710,806,807,909,909,1003,1006,1107,1107,1207,1213,1310,1310,1405,1406,1511,1511
48,79,108,108,204,207,305,311,402,409,506,506,609,614,707,715,804,812,908,908,1004,1010,1107,1107,1201,1203,1308,1311,1406,1406,1512,1512
64,72,107,108,204,207,305,305,407,409,505,505,607,614,710,715,806,817,906,909,1006,1010,1107,1107,1203,1215,1311,1312,1406,1446,1511,1512
51,82,107,108,204,209,303,311,404,404,506,506,613,614,707,709,806,806,905,908,1006,1006,1107,1107,1203,1203,1310,1311,1406,1406,1501,1511
54,83,107,108,207,207,311,311,404,412,505,506,609,613,707,710,806,807,909,909,1006,1006,1106,1107,1207,1207,1310,1311,1405,1406,1512,1513
63,90,108,113,207,207,311,311,404,409,505,506,613,613,710,712,812,812,906,909,1004,1010,1107,1107,1203,1213,1311,1311,1405,1405,1511,1513
34,70,108,108,207,207,311,311,404,407,505,506,613,614,710,712,806,806,902,908,1003,1010,1107,1109,1213,1213,1311,1311,1403,1405,1513,1513
57,71,108,113,204,207,311,311,407,407,505,506,614,614,707,707,806,806,902,908,1006,1010,1106,1107,1213,1213,1311,1311,1406,1406,1501,1513
53,88,107,113,204,209,311,311,404,409,505,506,613,614,707,710,806,812,909,909,1004,1006,1107,1107,1203,1207,1311,1312,1406,1406,1511,1512
79,68,108,112,204,209,305,311,407,409,505,505,613,614,710,715,806,807,908,908,1006,1010,1107,1107,1207,1211,1311,1311,1407,1407,1501,1512
94,85,107,108,207,209,311,311,407,409,505,505,609,614,710,715,804,810,905,905,1004,1004,1104,1107,1207,1215,1308,1312,1405,1406,1501,1571
83,77,108,108,204,207,305,311,407,407,505,505,602,613,710,710,810,812,905,908,1006,1010,1106,1107,1207,1207,1311,1312,1403,1403,1501,1511
