"x","y","LOC1a","LOC1b","LOC2a","LOC2b","LOC3a","LOC3b","LOC4a","LOC4b","LOC5a","LOC5b","LOC6a","LOC6b","LOC7a","LOC7b","LOC8a","LOC8b","LOC9a","LOC9b","LOC10a","LOC10b","LOC11a","LOC11b","LOC12a","LOC12b","LOC13a","LOC13b","LOC14a","LOC14b","LOC15a","LOC15b"
47,11,104,109,201,212,301,315,413,413,505,506,604,609,715,715,804,804,906,951,1001,1015,1108,1108,1210,1210,1303,1313,1412,1415,1506,1507
45,34,113,113,204,263,301,301,407,407,501,505,607,615,705,715,801,804,901,901,1001,1003,1106,1108,1210,1215,1303,1304,1412,1412,1515,1516
42,23,104,108,201,212,312,315,408,413,506,506,604,613,705,781,807,873,901,904,1001,1003,1103,1105,1210,1210,1304,1313,1401,1415,1509,1512
41,33,109,109,206,212,301,359,407,412,501,506,607,609,715,715,804,804,901,901,1001,1015,1103,1108,1210,1210,1304,1313,1412,1414,1512,1515
62,10,109,114,201,205,301,301,407,408,501,514,607,613,705,715,804,812,901,906,1001,1001,1103,1105,1214,1215,1303,1304,1409,1409,1506,1515
55,32,104,111,201,201,301,315,407,408,501,505,614,614,715,781,801,814,901,901,1001,1015,1103,1106,1201,1210,1303,1304,1401,1409,1512,1515
79,33,113,114,204,212,301,301,408,418,505,506,607,613,705,715,804,807,901,906,1001,1010,1103,1103,1210,1214,1304,1304,1415,1415,1504,1512
81,28,101,113,201,212,301,315,413,413,501,501,607,648,709,715,804,807,905,906,1001,1001,1103,1164,1210,1214,1303,1304,1412,1415,1507,1515
90,13,109,114,205,212,301,301,407,407,501,506,614,615,781,781,802,804,901,906,1001,1001,1105,1106,1210,1210,1304,1304,1407,1415,1507,1507
86,2,109,114,201,201,301,301,407,413,501,506,613,614,715,715,804,812,901,906,1001,1012,1108,1110,1213,1214,1303,1304,1401,1415,1507,1507
78,20,109,113,201,212,301,301,413,413,505,505,609,614,781,781,801,804,906,906,1001,1001,1108,1110,1210,1210,1302,1304,1401,1415,1512,1512
84,30,101,109,205,209,301,312,408,413,506,514,607,613,705,715,807,807,901,904,1001,1009,1108,1110,1214,1215,1302,1303,1401,1412,1512,1515
81,15,104,109,201,206,301,315,408,413,501,505,608,614,701,781,802,807,901,906,1001,1001,1108,1110,1210,1214,1302,1313,1412,1415,1507,1512
97,14,104,113,201,212,301,315,407,407,505,514,607,614,715,715,802,804,906,906,1001,1001,1103,1108,1210,1214,1304,1313,1409,1409,1512,1515
77,29,101,113,201,212,301,315,408,413,506,513,608,615,705,705,802,807,904,906,1003,1003,1103,1114,1210,1213,1303,1304,1415,1447,1515,1515
73,16,109,114,201,205,312,315,407,408,501,501,607,607,709,715,801,814,901,901,1010,1010,1108,1108,1210,1214,1304,1304,1412,1415,1507,1507
94,3,109,109,212,212,301,315,407,413,501,506,607,607,715,715,804,812,901,905,1003,1009,1103,1114,1210,1215,1304,1313,1412,1415,1512,1515
76,30,109,113,201,263,301,301,407,407,501,501,607,607,715,715,801,812,906,906,1001,1015,1105,1108,1210,1210,1303,1306,1412,1415,1507,1507
91,19,111,113,205,205,301,301,407,407,505,506,604,607,705,715,804,814,901,951,1001,1003,1105,1108,1213,1214,1302,1304,1412,1415,1512,1512
72,15,109,113,201,209,306,315,407,407,506,506,613,615,715,715,802,807,901,906,1001,1010,1114,1114,1210,1215,1304,1304,1412,1412,1504,1512
81,32,108,113,201,201,301,301,407,407,505,506,613,613,704,715,804,814,906,906,1001,1003,1106,1110,1210,1214,1302,1313,1412,1415,1512,1512
83,23,111,113,205,205,301,306,407,408,505,506,602,607,705,715,804,807,904,906,1003,1003,1108,1110,1210,1213,1302,1303,1409,1415,1512,1515
91,5,109,109,205,205,301,301,408,413,506,514,602,607,705,705,802,814,906,951,1001,1009,1108,1114,1210,1214,1304,1304,1412,1415,1504,1512
86,8,109,113,209,212,301,301,408,408,501,506,614,614,712,715,802,807,906,906,1001,1001,1104,1105,1201,1210,1304,1313,1401,1412,1507,1515
74,25,109,109,201,209,301,315,407,413,501,501,607,607,705,705,801,802,904,906,1001,1010,1103,1110,1210,1210,1302,1304,1409,1409,1507,1512
74,13,109,111,201,205,301,306,407,408,505,506,607,614,705,715,804,814,904,906,1003,1015,1108,1108,1210,1213,1302,1303,1407,1412,1512,1515
90,19,109,109,201,204,301,301,407,407,501,514,607,613,715,715,804,812,901,906,1001,1001,1106,1108,1210,1213,1303,1304,1415,1415,1504,1512
74,33,109,109,204,212,301,315,407,413,505,506,607,613,705,781,802,812,906,906,1001,1001,1108,1110,1210,1215,1304,1313,1401,1415,1504,1512
24,57,113,113,209,212,301,315,407,408,505,514,602,607,715,715,801,804,901,906,1001,1001,1105,1106,1201,1210,1302,1306,1407,1412,1506,1506
28,66,111,113,209,209,301,315,408,413,501,506,614,615,701,753,804,804,901,906,1001,1003,1110,1114,1210,1210,1304,1304,1401,1415,1504,1506
13,65,113,113,205,209,301,315,411,413,501,513,604,609,701,715,804,804,904,906,1001,1001,1103,1110,1210,1210,1302,1304,1401,1415,1506,1507
14,47,109,113,201,201,301,315,408,413,501,514,608,614,705,715,802,812,904,904,1003,1015,1103,1105,1210,1210,1304,1304,1401,1415,1509,1512
18,46,113,188,201,201,301,306,407,413,501,505,609,613,705,705,802,802,901,906,1001,1001,1108,1110,1210,1214,1304,1313,1412,1412,1504,1506
29,36,104,113,205,212,301,311,407,413,501,501,613,614,701,715,801,814,901,905,1001,1001,1106,1114,1210,1210,1302,1303,1401,1412,1507,1512
30,35,104,109,201,212,301,315,407,413,505,514,607,608,705,715,804,891,906,951,1001,1001,1106,1108,1210,1210,1304,1304,1401,1412,1507,1507
18,55,113,188,212,212,301,301,407,408,501,514,604,607,705,715,802,804,901,906,1001,1001,1103,1105,1201,1210,1302,1304,1401,1415,1504,1506
16,48,111,113,201,205,301,359,407,407,501,506,614,615,715,715,801,804,904,906,1001,1001,1105,1108,1210,1210,1302,1313,1401,1415,1506,1515
5,61,104,188,201,201,301,315,413,413,506,514,602,614,709,715,802,807,901,906,1001,1001,1105,1110,1210,1214,1302,1313,1412,1415,1504,1506
12,62,109,113,201,209,301,315,413,413,501,501,608,613,705,715,801,804,904,906,1001,1001,1108,1108,1201,1214,1304,1304,1401,1401,1506,1512
23,35,113,113,201,201,301,301,413,413,506,506,607,614,705,715,804,807,901,906,1001,1003,1103,1110,1210,1213,1303,1313,1415,1415,1512,1515
2,40,109,114,205,212,301,315,407,407,501,506,607,608,709,715,801,804,901,906,1001,1010,1108,1108,1210,1214,1303,1304,1401,1412,1506,1507
16,52,108,113,201,205,301,315,408,413,501,514,609,614,701,715,804,807,901,906,1003,1010,1106,1108,1210,1213,1303,1313,1401,1412,1512,1512
30,56,108,113,205,209,301,301,407,408,501,505,609,609,715,715,802,802,901,951,1001,1001,1103,1110,1210,1210,1302,1304,1412,1412,1506,1512
14,35,101,104,201,205,301,311,413,413,506,514,609,614,701,705,804,812,901,904,1003,1003,1103,1110,1210,1210,1304,1304,1401,1401,1509,1515
32,57,113,188,201,212,301,301,407,408,501,514,609,609,709,715,804,845,901,906,1001,1001,1103,1103,1201,1215,1304,1313,1412,1415,1506,1509
32,59,113,113,201,201,301,315,407,408,514,514,607,607,715,715,802,804,906,951,1001,1001,1104,1106,1201,1214,1302,1313,1407,1412,1504,1506
28,61,111,113,201,212,301,315,407,413,506,506,608,609,712,715,801,804,906,906,1001,1001,1103,1114,1201,1214,1304,1313,1412,1414,1509,1512
25,61,109,113,212,212,315,315,408,413,506,514,607,607,705,709,801,802,901,906,1001,1001,1103,1106,1210,1214,1302,1302,1401,1415,1506,1506
29,58,113,113,212,212,301,315,407,408,501,505,607,607,709,715,802,804,901,904,1001,1001,1105,1108,1210,1210,1302,1304,1401,1415,1504,1506
28,58,104,109,201,201,315,315,413,413,506,506,609,614,701,715,804,804,901,951,1001,1010,1103,1110,1201,1213,1302,1304,1401,1415,1512,1515
35,38,104,109,209,212,301,315,407,413,501,506,607,609,715,715,804,804,901,901,1001,1015,1103,1108,1210,1213,1304,1313,1401,1401,1512,1515
42,43,104,113,201,204,301,301,407,408,501,506,602,615,701,705,802,807,906,906,1001,1003,1105,1110,1210,1210,1302,1304,1401,1415,1515,1516
62,39,109,113,201,212,301,312,407,413,501,501,607,648,715,715,802,807,901,904,1001,1010,1106,1108,1210,1215,1302,1304,1412,1415,1504,1515
45,44,108,109,201,212,301,315,413,418,501,506,604,608,709,715,802,802,901,906,1001,1015,1106,1110,1210,1214,1302,1304,1401,1412,1507,1512
63,58,113,113,201,201,301,315,407,413,501,501,604,609,705,715,801,804,901,951,1001,1001,1103,1105,1210,1210,1302,1304,1412,1415,1506,1512
49,37,101,114,201,201,312,315,407,413,501,505,614,614,701,715,804,807,904,906,1001,1010,1108,1114,1210,1210,1303,1304,1401,1409,1506,1515
54,65,109,113,209,212,301,301,408,413,501,505,607,613,701,709,802,807,906,951,1001,1001,1108,1108,1210,1215,1302,1302,1401,1409,1504,1515
59,54,104,113,204,209,301,306,408,413,501,505,609,613,709,715,802,814,901,906,1001,1003,1110,1114,1210,1215,1302,1313,1412,1412,1512,1515
45,44,108,109,201,212,311,315,408,413,501,506,608,614,705,709,802,804,901,904,1001,1003,1108,1108,1210,1215,1302,1306,1401,1412,1504,1507
60,46,109,111,201,204,301,312,407,408,501,506,607,609,701,709,802,804,904,906,1001,1003,1106,1108,1210,1213,1304,1313,1401,1409,1512,1515
58,35,109,113,201,212,312,315,413,418,501,505,607,607,701,781,804,807,906,906,1001,1001,1105,1108,1210,1215,1302,1302,1401,1412,1512,1512
60,64,113,188,205,212,301,301,408,413,505,506,604,614,705,715,804,804,901,906,1003,1010,1110,1114,1201,1214,1313,1313,1412,1412,1506,1507
49,38,108,113,205,212,301,315,407,407,506,506,607,609,705,715,804,814,905,906,1001,1001,1103,1114,1210,1214,1302,1303,1401,1415,1515,1516
48,58,104,109,201,209,301,315,408,413,501,501,613,614,705,715,801,814,906,906,1001,1009,1106,1110,1210,1210,1303,1303,1415,1415,1507,1512
52,37,108,109,201,212,301,315,408,413,501,506,607,608,705,715,804,804,904,906,1003,1010,1103,1105,1210,1210,1302,1304,1415,1415,1507,1512
45,43,104,111,205,212,301,301,413,418,501,506,604,604,709,715,804,873,901,904,1001,1015,1106,1108,1210,1214,1304,1304,1401,1412,1507,1512
36,38,109,113,201,209,301,301,408,413,501,506,602,614,715,781,804,804,901,904,1001,1003,1108,1110,1210,1210,1302,1304,1401,1412,1512,1516
45,44,104,113,201,212,301,301,408,413,501,505,604,607,715,753,804,814,901,904,1001,1003,1105,1105,1210,1213,1304,1313,1415,1415,1509,1512
57,64,109,114,201,204,301,315,408,413,501,505,609,609,701,715,805,807,906,906,1001,1001,1103,1110,1201,1210,1304,1306,1401,1412,1509,1515
40,41,104,113,205,209,301,315,407,407,501,506,608,614,705,709,807,814,901,906,1001,1010,1103,1108,1210,1214,1303,1304,1401,1412,1506,1516
42,43,104,113,201,201,301,301,413,413,501,514,609,615,705,715,801,804,901,904,1003,1003,1103,1106,1210,1210,1303,1304,1401,1412,1507,1515
61,43,109,113,201,201,301,315,408,413,505,514,607,607,705,715,804,804,904,906,1009,1010,1105,1106,1210,1215,1302,1304,1409,1415,1507,1512
77,58,109,113,205,206,301,301,407,408,501,505,613,614,701,777,804,812,904,906,1001,1003,1103,1105,1210,1213,1303,1304,1412,1415,1509,1512
67,39,104,104,201,209,301,312,408,413,506,514,614,615,715,781,804,814,906,906,1001,1010,1108,1108,1210,1215,1302,1313,1401,1412,1512,1512
91,59,111,188,201,201,301,315,407,413,501,505,614,614,709,715,804,804,901,951,1001,1010,1108,1110,1210,1210,1302,1304,1401,1415,1515,1515
71,36,104,114,201,263,301,301,407,413,501,506,607,607,715,715,801,814,901,901,1001,1003,1108,1108,1213,1215,1302,1303,1409,1412,1506,1512
70,67,109,113,201,205,301,312,407,413,501,501,604,607,715,715,801,807,901,901,1001,1001,1108,1108,1201,1215,1302,1302,1401,1415,1509,1515
77,39,113,113,201,209,301,301,408,408,506,514,607,608,701,715,804,804,901,904,1001,1001,1110,1110,1210,1215,1302,1313,1409,1412,1504,1512
88,48,113,114,201,212,301,312,407,413,501,501,607,607,705,715,801,801,901,906,1001,1003,1106,1106,1210,1210,1302,1313,1415,1415,1512,1515
91,54,113,114,201,201,301,315,407,407,501,501,607,609,715,715,801,804,901,906,1001,1001,1103,1105,1210,1213,1302,1302,1412,1415,1512,1515
67,49,109,111,201,205,301,301,413,413,506,506,613,614,701,701,804,804,906,906,1001,1001,1103,1114,1210,1215,1302,1304,1412,1415,1506,1512
68,65,104,109,201,212,301,301,408,413,506,506,614,615,715,715,802,802,906,951,1001,1001,1103,1105,1210,1215,1304,1304,1415,1415,1512,1512
79,42,109,113,201,206,303,306,407,408,501,505,607,613,709,777,807,812,901,906,1001,1001,1105,1108,1210,1215,1302,1303,1407,1412,1506,1512
78,37,108,109,201,201,301,301,407,407,501,505,602,604,715,715,807,807,901,906,1003,1015,1108,1108,1210,1213,1304,1306,1412,1415,1507,1516
97,44,104,109,201,201,312,315,407,407,501,501,602,614,705,715,802,804,906,906,1001,1009,1105,1164,1210,1210,1302,1304,1409,1409,1507,1507
80,60,104,114,201,205,301,301,407,408,501,514,607,607,701,715,801,802,901,901,1001,1001,1103,1108,1210,1210,1304,1304,1415,1415,1512,1515
93,45,109,113,201,201,301,301,413,413,501,506,607,608,712,715,802,804,906,906,1001,1001,1106,1110,1210,1213,1303,1313,1407,1415,1506,1512
71,53,101,113,201,209,301,315,407,408,505,505,607,609,701,715,804,814,901,904,1001,1001,1108,1110,1210,1213,1302,1304,1401,1412,1507,1512
67,58,113,113,205,212,301,306,407,413,501,506,613,614,709,715,804,804,901,906,1001,1001,1103,1108,1201,1215,1302,1313,1412,1412,1512,1515
67,66,109,113,205,209,301,301,408,408,505,505,607,614,705,715,802,802,901,904,1009,1009,1106,1106,1210,1215,1302,1326,1409,1412,1507,1515
80,57,113,113,201,201,301,315,408,413,501,513,607,607,705,715,801,802,901,906,1001,1001,1110,1112,1210,1213,1302,1304,1412,1415,1512,1515
92,61,108,113,201,201,301,301,407,408,501,506,614,648,709,715,802,807,904,906,1003,1015,1103,1103,1201,1210,1302,1302,1401,1415,1504,1512
69,41,101,113,201,204,315,315,408,413,501,506,604,607,715,715,802,802,901,907,1001,1010,1105,1108,1210,1215,1302,1304,1409,1415,1507,1507
69,44,108,113,201,212,301,315,413,413,506,514,614,614,705,715,802,802,901,904,1003,1010,1108,1110,1210,1213,1302,1303,1415,1415,1507,1516
25,77,108,113,209,212,303,303,413,413,501,506,615,615,714,715,802,805,901,906,1001,1001,1103,1105,1210,1215,1302,1313,1415,1415,1504,1506
12,72,109,113,201,212,301,301,408,413,501,501,609,609,715,715,802,814,906,906,1001,1010,1108,1114,1210,1213,1304,1313,1412,1414,1504,1506
6,68,111,113,201,209,301,315,408,408,501,506,607,613,715,753,801,802,901,906,1001,1001,1103,1110,1210,1214,1302,1304,1401,1401,1512,1512
33,81,111,113,201,201,301,301,408,413,501,501,608,609,704,715,801,804,906,906,1001,1010,1103,1110,1210,1213,1303,1304,1401,1412,1504,1506
25,78,113,113,201,212,303,315,407,408,513,514,608,613,709,715,802,802,901,901,1001,1009,1103,1105,1213,1215,1302,1313,1415,1415,1506,1515
26,69,111,111,205,209,301,315,408,413,506,506,607,615,701,715,802,802,901,906,1001,1009,1103,1114,1201,1210,1302,1313,1407,1412,1506,1512
33,71,104,104,212,212,301,306,408,413,501,505,609,609,715,715,804,804,906,906,1001,1001,1104,1108,1214,1214,1302,1313,1412,1415,1504,1512
24,75,104,111,205,205,301,303,413,413,505,505,608,613,715,715,801,802,901,901,1001,1001,1110,1114,1210,1210,1304,1306,1407,1412,1515,1515
16,70,113,113,201,212,301,306,407,413,501,505,609,615,701,715,802,804,901,906,1001,1003,1105,1108,1210,1213,1302,1304,1412,1415,1506,1509
30,69,104,104,212,212,301,301,408,413,501,514,602,609,715,715,802,804,901,906,1001,1001,1114,1114,1201,1214,1313,1313,1407,1415,1504,1506
19,72,104,109,212,212,315,315,408,413,501,506,604,614,705,709,802,805,901,906,1001,1009,1110,1112,1214,1215,1313,1313,1412,1415,1506,1506
26,77,109,113,201,209,301,315,411,413,513,514,604,609,701,715,804,804,904,906,1001,1001,1103,1110,1210,1213,1302,1304,1401,1415,1506,1507
28,71,104,109,201,212,301,315,408,413,501,506,607,614,705,753,804,805,901,901,1001,1001,1110,1114,1210,1210,1304,1304,1412,1412,1504,1506
31,75,111,188,209,212,301,301,407,413,501,506,604,609,705,705,802,845,901,901,1001,1001,1108,1110,1214,1214,1304,1313,1412,1412,1512,1512
21,72,108,113,201,212,301,301,407,413,505,505,607,614,705,709,801,804,901,904,1001,1001,1105,1108,1210,1214,1302,1302,1412,1415,1506,1506
29,78,104,113,201,205,301,301,413,413,505,506,607,609,715,715,802,804,901,901,1001,1001,1110,1114,1214,1215,1302,1313,1401,1412,1506,1506
32,74,113,113,201,212,301,301,408,408,505,506,604,604,701,705,802,802,906,906,1001,1001,1103,1106,1210,1214,1302,1302,1401,1412,1507,1512
24,73,104,104,201,212,301,315,408,413,505,506,607,608,704,705,802,802,901,904,1001,1001,1105,1110,1201,1210,1304,1304,1412,1412,1504,1506
23,77,104,188,201,204,301,306,413,413,501,506,602,613,705,715,801,802,906,906,1001,1001,1105,1114,1201,1215,1302,1313,1415,1415,1507,1507
2,69,113,113,201,212,301,315,408,408,501,505,607,614,701,715,804,807,901,901,1001,1001,1103,1108,1210,1213,1302,1313,1415,1415,1506,1515
17,76,104,114,205,206,301,315,407,413,501,501,602,609,701,715,802,804,906,906,1001,1001,1108,1110,1210,1213,1302,1304,1412,1415,1506,1515
32,75,104,109,201,205,301,301,413,413,505,505,607,608,715,715,801,802,901,901,1001,1001,1106,1110,1210,1210,1302,1306,1401,1412,1515,1515
57,93,104,104,201,212,301,301,413,413,505,506,607,614,701,712,804,807,901,901,1001,1003,1110,1114,1210,1213,1303,1313,1412,1412,1512,1512
65,80,109,113,201,212,301,315,408,408,506,506,609,615,701,715,801,812,906,951,1001,1001,1108,1108,1213,1215,1302,1304,1415,1415,1506,1512
49,75,113,188,205,209,301,315,408,413,501,513,607,609,715,781,802,804,906,906,1003,1015,1103,1110,1210,1215,1302,1304,1412,1415,1506,1507
59,73,104,113,201,205,301,312,407,413,501,505,602,607,705,715,804,814,901,901,1001,1001,1103,1104,1210,1214,1302,1313,1407,1415,1512,1515
56,92,104,104,201,212,301,301,407,413,505,506,609,614,712,715,804,807,901,906,1001,1001,1110,1114,1210,1214,1303,1304,1412,1412,1507,1512
59,95,108,113,201,204,301,315,407,408,501,501,614,614,715,715,802,804,901,901,1001,1003,1108,1110,1210,1213,1304,1313,1401,1412,1507,1512
51,87,109,114,201,201,301,301,407,413,501,501,609,614,715,715,804,804,901,906,1001,1001,1105,1108,1210,1214,1304,1313,1401,1412,1507,1515
61,83,109,113,201,201,301,301,408,413,501,501,609,615,705,715,802,804,906,906,1001,1015,1103,1105,1210,1210,1304,1304,1412,1415,1504,1515
56,91,104,109,201,205,301,301,407,408,505,505,604,607,715,715,804,807,904,906,1001,1001,1108,1110,1201,1210,1304,1313,1401,1412,1512,1515
42,77,108,109,201,201,301,301,407,407,501,505,604,613,705,715,802,802,901,906,1001,1003,1108,1110,1214,1214,1304,1313,1401,1415,1506,1512
44,82,104,113,201,212,301,301,413,413,505,505,607,614,701,715,801,807,901,904,1001,1001,1105,1108,1214,1215,1306,1313,1412,1415,1506,1512
52,81,109,113,212,212,312,315,408,413,501,514,602,604,705,715,802,804,901,906,1001,1001,1105,1114,1213,1214,1302,1313,1415,1415,1507,1509
55,89,109,111,204,205,306,315,412,412,505,506,604,608,705,715,804,804,906,906,1001,1001,1110,1114,1210,1210,1302,1313,1412,1412,1507,1512
42,71,104,109,205,212,301,315,408,413,505,506,602,604,705,715,802,804,901,906,1001,1001,1110,1114,1213,1214,1302,1313,1412,1415,1507,1515
56,88,111,111,201,209,301,301,407,413,501,501,602,608,715,715,804,807,901,951,1001,1010,1105,1105,1201,1210,1304,1313,1401,1412,1506,1507
53,75,104,113,212,263,301,301,408,413,506,506,602,614,705,715,802,805,906,906,1001,1015,1108,1114,1213,1213,1304,1313,1401,1401,1506,1512
59,93,111,188,201,201,301,315,407,413,501,501,609,614,715,715,802,804,901,904,1001,1010,1104,1108,1210,1213,1304,1313,1401,1412,1506,1512
51,84,109,113,209,212,301,312,407,408,505,506,607,607,704,753,802,804,906,951,1001,1001,1108,1164,1210,1210,1302,1304,1409,1415,1512,1515
53,86,104,109,201,205,301,301,407,413,501,514,608,615,715,753,801,804,901,901,1001,1001,1110,1110,1210,1213,1303,1313,1415,1415,1507,1512
35,75,113,113,212,212,306,315,408,408,501,506,608,615,715,715,801,802,906,906,1001,1001,1103,1105,1213,1213,1304,1313,1415,1415,1512,1512
66,82,113,113,209,212,301,301,408,413,506,514,602,604,705,715,802,804,901,906,1001,1001,1108,1110,1210,1210,1313,1313,1415,1415,1504,1504
51,77,109,113,201,212,301,301,408,413,505,506,604,614,715,715,804,805,901,906,1001,1001,1103,1108,1210,1215,1304,1313,1401,1415,1507,1512
95,98,109,109,201,205,301,306,408,408,506,506,609,615,715,715,802,802,901,904,1001,1015,1108,1110,1215,1215,1306,1313,1401,1401,1512,1512
96,84,113,114,201,212,303,312,407,408,501,501,604,614,715,715,801,802,901,901,1003,1010,1103,1106,1210,1210,1302,1303,1401,1415,1512,1515
94,88,109,113,204,205,306,315,408,413,501,501,614,614,701,701,801,802,901,901,1001,1015,1105,1108,1215,1215,1302,1302,1412,1415,1507,1515
